tail_number,date,aircraft,origin,origin_location,destination,destination_location,departure,arrival,duration,medical_service
N888CP,01-Dec-2020,LJ31,Chicago Midway Intl (KMDW),"Chicago Midway Intl (Chicago, IL) - KMDW",Aurora Muni (KARR),"Aurora Muni (Chicago/Aurora, IL) - KARR",07:38PM CST,07:49PM CST,0:10,AEROCARE MEDICAL TRANSPORT SYSTEMS INC            
N888CP,01-Dec-2020,LJ31,Lubbock Smith Intl (KLBB),"Lubbock Smith Intl (Lubbock, TX) - KLBB",Chicago Midway Intl (KMDW),"Chicago Midway Intl (Chicago, IL) - KMDW",04:41PM CST,06:40PM CST,1:59,AEROCARE MEDICAL TRANSPORT SYSTEMS INC            
N888CP,01-Dec-2020,LJ31,Chicago Midway Intl (KMDW),"Chicago Midway Intl (Chicago, IL) - KMDW",Lubbock Smith Intl (KLBB),"Lubbock Smith Intl (Lubbock, TX) - KLBB",09:21AM CST,11:35AM CST,2:13,AEROCARE MEDICAL TRANSPORT SYSTEMS INC            
N888CP,01-Dec-2020,LJ31,Aurora Muni (KARR),"Aurora Muni (Chicago/Aurora, IL) - KARR",Chicago Midway Intl (KMDW),"Chicago Midway Intl (Chicago, IL) - KMDW",07:47AM CST,08:00AM CST,0:13,AEROCARE MEDICAL TRANSPORT SYSTEMS INC            
N888CP,30-Nov-2020,LJ31,Hooks Mem (KDWH),"Hooks Mem (Houston, TX) - KDWH",Aurora Muni (KARR),"Aurora Muni (Chicago/Aurora, IL) - KARR",03:01PM CST,05:14PM CST,2:13,AEROCARE MEDICAL TRANSPORT SYSTEMS INC            
N888CP,30-Nov-2020,LJ31,Milwaukee Mitchell Intl Airport (KMKE),"Milwaukee Mitchell Intl Airport (Milwaukee, WI) - KMKE",Hooks Mem (KDWH),"Hooks Mem (Houston, TX) - KDWH",11:34AM CST,01:58PM CST,2:23,AEROCARE MEDICAL TRANSPORT SYSTEMS INC            
N888CP,30-Nov-2020,LJ31,Aurora Muni (KARR),"Aurora Muni (Chicago/Aurora, IL) - KARR",Milwaukee Mitchell Intl Airport (KMKE),"Milwaukee Mitchell Intl Airport (Milwaukee, WI) - KMKE",09:30AM CST,09:53AM CST,0:22,AEROCARE MEDICAL TRANSPORT SYSTEMS INC            
N80YD,28-Feb-2021,BE35,Sarasota/Bradenton Intl (KSRQ),"Sarasota/Bradenton Intl (Sarasota/Bradenton, FL) - KSRQ",Thomasville Rgnl (KTVI),"Thomasville Rgnl (Thomasville, GA) - KTVI",05:10PM EST,06:33PM EST (?),1:22,AEROMED TRANSPORT CO LLC                          
N80YD,28-Feb-2021,BE35,Thomasville Rgnl (KTVI),"Thomasville Rgnl (Thomasville, GA) - KTVI",Sarasota/Bradenton Intl (KSRQ),"Sarasota/Bradenton Intl (Sarasota/Bradenton, FL) - KSRQ",12:12PM EST,01:51PM EST (?),1:39,AEROMED TRANSPORT CO LLC                          
N80YD,26-Feb-2021,BE35,"Near Columbus, GA",L 32.45334 -84.98007,Thomasville Rgnl (KTVI),"Thomasville Rgnl (Thomasville, GA) - KTVI",First seen 05:23PM EST,Last seen 06:09PM EST,0:45,AEROMED TRANSPORT CO LLC                          
N80YD,26-Feb-2021,BE35,Thomasville Rgnl (KTVI),"Thomasville Rgnl (Thomasville, GA) - KTVI","Near Columbus, GA",L 32.45934 -85.02263,06:50AM EST,Last seen 07:31AM EST,0:40,AEROMED TRANSPORT CO LLC                          
N80YD,24-Feb-2021,BE35,Spence (KMUL),"Spence (Moultrie, GA) - KMUL",Thomasville Rgnl (KTVI),"Thomasville Rgnl (Thomasville, GA) - KTVI",06:47PM EST,07:13PM EST,0:26,AEROMED TRANSPORT CO LLC                          
N80YD,24-Feb-2021,BE35,"Near Fort Benning(Columbus), GA",L 32.42450 -84.98919,Spence (KMUL),"Spence (Moultrie, GA) - KMUL",05:56PM EST,06:36PM EST,0:39,AEROMED TRANSPORT CO LLC                          
N80YD,23-Feb-2021,BE35,Thomasville Rgnl (KTVI),"Thomasville Rgnl (Thomasville, GA) - KTVI","Near Columbus, GA",L 32.47005 -85.00144,07:07AM EST,Last seen 08:09AM EST,1:01,AEROMED TRANSPORT CO LLC                          
N80YD,21-Feb-2021,BE35,Spence (KMUL),"Spence (Moultrie, GA) - KMUL",Thomasville Rgnl (KTVI),"Thomasville Rgnl (Thomasville, GA) - KTVI",07:01PM EST,07:10PM EST,0:09,AEROMED TRANSPORT CO LLC                          
N80YD,21-Feb-2021,BE35,Ocala Intl (KOCF),"Ocala Intl (Ocala, FL) - KOCF",Spence (KMUL),"Spence (Moultrie, GA) - KMUL",05:53PM EST,06:45PM EST,0:51,AEROMED TRANSPORT CO LLC                          
N80YD,21-Feb-2021,BE35,Jacksonville Exec At Craig (KCRG),"Jacksonville Exec At Craig (Jacksonville, FL) - KCRG",Ocala Intl (KOCF),"Ocala Intl (Ocala, FL) - KOCF",10:57AM EST,11:35AM EST,0:38,AEROMED TRANSPORT CO LLC                          
N80YD,20-Feb-2021,BE35,Spence (KMUL),"Spence (Moultrie, GA) - KMUL",Jacksonville Exec At Craig (KCRG),"Jacksonville Exec At Craig (Jacksonville, FL) - KCRG",01:34PM EST,02:26PM EST,0:52,AEROMED TRANSPORT CO LLC                          
N80YD,20-Feb-2021,BE35,Thomasville Rgnl (KTVI),"Thomasville Rgnl (Thomasville, GA) - KTVI",Spence (KMUL),"Spence (Moultrie, GA) - KMUL",12:59PM EST,01:09PM EST,0:10,AEROMED TRANSPORT CO LLC                          
N80YD,12-Feb-2021,BE35,Thomasville Rgnl (KTVI),"Thomasville Rgnl (Thomasville, GA) - KTVI",Thomasville Rgnl (KTVI),"Thomasville Rgnl (Thomasville, GA) - KTVI",04:59PM EST,05:20PM EST,0:21,AEROMED TRANSPORT CO LLC                          
N80YD,04-Feb-2021,BE35,Charlottesville-Albemarle (KCHO),"Charlottesville-Albemarle (Charlottesville, VA) - KCHO",Thomasville Rgnl (KTVI),"Thomasville Rgnl (Thomasville, GA) - KTVI",08:04PM EST,12:28AM EST (+1),4:23,AEROMED TRANSPORT CO LLC                          
N80YD,04-Feb-2021,BE35,Moultrie Muni (KMGR),"Moultrie Muni (Moultrie, GA) - KMGR",Charlottesville-Albemarle (KCHO),"Charlottesville-Albemarle (Charlottesville, VA) - KCHO",04:28PM EST,07:17PM EST,2:48,AEROMED TRANSPORT CO LLC                          
N80YD,04-Feb-2021,BE35,Thomasville Rgnl (KTVI),"Thomasville Rgnl (Thomasville, GA) - KTVI",Moultrie Muni (KMGR),"Moultrie Muni (Moultrie, GA) - KMGR",07:18AM EST,07:23AM EST,0:05,AEROMED TRANSPORT CO LLC                          
N80YD,30-Jan-2021,BE35,Jacksonville Exec At Craig (KCRG),"Jacksonville Exec At Craig (Jacksonville, FL) - KCRG",Thomasville Rgnl (KTVI),"Thomasville Rgnl (Thomasville, GA) - KTVI",09:54PM EST,10:44PM EST,0:50,AEROMED TRANSPORT CO LLC                          
N80YD,30-Jan-2021,BE35,Thomasville Rgnl (KTVI),"Thomasville Rgnl (Thomasville, GA) - KTVI",Jacksonville Exec At Craig (KCRG),"Jacksonville Exec At Craig (Jacksonville, FL) - KCRG",05:21PM EST,06:30PM EST,1:08,AEROMED TRANSPORT CO LLC                          
N80YD,30-Jan-2021,BE35,Thomasville Rgnl (KTVI),"Thomasville Rgnl (Thomasville, GA) - KTVI",Thomasville Rgnl (KTVI),"Thomasville Rgnl (Thomasville, GA) - KTVI",05:21PM EST,,Diverted,AEROMED TRANSPORT CO LLC                          
N80YD,29-Jan-2021,BE35,Columbus (KCSG),"Columbus (Columbus, GA) - KCSG",Thomasville Rgnl (KTVI),"Thomasville Rgnl (Thomasville, GA) - KTVI",05:21PM EST,06:25PM EST (?),1:04,AEROMED TRANSPORT CO LLC                          
N80YD,29-Jan-2021,BE35,Thomasville Rgnl (KTVI),"Thomasville Rgnl (Thomasville, GA) - KTVI",Columbus (KCSG),"Columbus (Columbus, GA) - KCSG",06:47AM EST,07:52AM EST,1:04,AEROMED TRANSPORT CO LLC                          
N80YD,20-Jan-2021,BE35,Columbus (KCSG),"Columbus (Columbus, GA) - KCSG",Spence (KMUL),"Spence (Moultrie, GA) - KMUL",06:00PM EST,07:10PM EST (?),1:09,AEROMED TRANSPORT CO LLC                          
N80YD,19-Jan-2021,BE35,"Near Moultrie, GA",L 31.18277 -83.75083,Columbus (KCSG),"Columbus (Columbus, GA) - KCSG",First seen 07:30AM EST,08:15AM EST,0:44,AEROMED TRANSPORT CO LLC                          
N80YD,19-Jan-2021,BE35,Thomasville Rgnl (KTVI),"Thomasville Rgnl (Thomasville, GA) - KTVI",Spence (KMUL),"Spence (Moultrie, GA) - KMUL",07:02AM EST,07:12AM EST,0:09,AEROMED TRANSPORT CO LLC                          
N80YD,17-Jan-2021,BE35,Thomasville Rgnl (KTVI),"Thomasville Rgnl (Thomasville, GA) - KTVI",Thomasville Rgnl (KTVI),"Thomasville Rgnl (Thomasville, GA) - KTVI",05:56PM EST,06:54PM EST,0:57,AEROMED TRANSPORT CO LLC                          
N80YD,15-Jan-2021,BE35,Columbus (KCSG),"Columbus (Columbus, GA) - KCSG",Thomasville Rgnl (KTVI),"Thomasville Rgnl (Thomasville, GA) - KTVI",05:21PM EST,06:05PM EST (?),0:44,AEROMED TRANSPORT CO LLC                          
N80YD,15-Jan-2021,BE35,Thomasville Rgnl (KTVI),"Thomasville Rgnl (Thomasville, GA) - KTVI",Columbus (KCSG),"Columbus (Columbus, GA) - KCSG",07:04AM EST,07:54AM EST (?),0:50,AEROMED TRANSPORT CO LLC                          
N80YD,10-Jan-2021,BE35,Spence (KMUL),"Spence (Moultrie, GA) - KMUL",Thomasville Rgnl (KTVI),"Thomasville Rgnl (Thomasville, GA) - KTVI",06:04PM EST,06:14PM EST,0:10,AEROMED TRANSPORT CO LLC                          
N80YD,10-Jan-2021,BE35,Charlottesville-Albemarle (KCHO),"Charlottesville-Albemarle (Charlottesville, VA) - KCHO",Spence (KMUL),"Spence (Moultrie, GA) - KMUL",02:36PM EST,06:03PM EST,3:26,AEROMED TRANSPORT CO LLC                          
N80YD,09-Jan-2021,BE35,Spence (KMUL),"Spence (Moultrie, GA) - KMUL",Charlottesville-Albemarle (KCHO),"Charlottesville-Albemarle (Charlottesville, VA) - KCHO",02:22PM EST,05:42PM EST,3:20,AEROMED TRANSPORT CO LLC                          
N80YD,06-Jan-2021,BE35,Spence (KMUL),"Spence (Moultrie, GA) - KMUL",Thomasville Rgnl (KTVI),"Thomasville Rgnl (Thomasville, GA) - KTVI",06:17PM EST,06:26PM EST,0:08,AEROMED TRANSPORT CO LLC                          
N80YD,06-Jan-2021,BE35,Columbus (KCSG),"Columbus (Columbus, GA) - KCSG",Spence (KMUL),"Spence (Moultrie, GA) - KMUL",05:17PM EST,06:03PM EST,0:45,AEROMED TRANSPORT CO LLC                          
N80YD,05-Jan-2021,BE35,Thomasville Rgnl (KTVI),"Thomasville Rgnl (Thomasville, GA) - KTVI",Columbus (KCSG),"Columbus (Columbus, GA) - KCSG",07:24AM EST,08:15AM EST (?),0:51,AEROMED TRANSPORT CO LLC                          
N80YD,27-Dec-2020,BE35,Ocala Intl (KOCF),"Ocala Intl (Ocala, FL) - KOCF",Thomasville Rgnl (KTVI),"Thomasville Rgnl (Thomasville, GA) - KTVI",06:19PM EST,07:11PM EST,0:51,AEROMED TRANSPORT CO LLC                          
N80YD,26-Dec-2020,BE35,Thomasville Rgnl (KTVI),"Thomasville Rgnl (Thomasville, GA) - KTVI",Ocala Intl (KOCF),"Ocala Intl (Ocala, FL) - KOCF",10:15AM EST,11:08AM EST,0:52,AEROMED TRANSPORT CO LLC                          
N80YD,22-Dec-2020,BE35,Columbus (KCSG),"Columbus (Columbus, GA) - KCSG","Near Thomasville, GA",L 30.97302 -83.90560,06:11PM EST,Last seen 06:52PM EST,0:40,AEROMED TRANSPORT CO LLC                          
N80YD,22-Dec-2020,BE35,Thomasville Rgnl (KTVI),"Thomasville Rgnl (Thomasville, GA) - KTVI",Columbus (KCSG),"Columbus (Columbus, GA) - KCSG",07:04AM EST,07:57AM EST (?),0:53,AEROMED TRANSPORT CO LLC                          
N80YD,19-Dec-2020,BE35,Thomasville Rgnl (KTVI),"Thomasville Rgnl (Thomasville, GA) - KTVI",Thomasville Rgnl (KTVI),"Thomasville Rgnl (Thomasville, GA) - KTVI",04:44PM EST,05:20PM EST,0:36,AEROMED TRANSPORT CO LLC                          
N80YD,18-Dec-2020,BE35,Columbus (KCSG),"Columbus (Columbus, GA) - KCSG",Thomasville Rgnl (KTVI),"Thomasville Rgnl (Thomasville, GA) - KTVI",05:21PM EST,06:07PM EST (?),0:45,AEROMED TRANSPORT CO LLC                          
N80YD,18-Dec-2020,BE35,Thomasville Rgnl (KTVI),"Thomasville Rgnl (Thomasville, GA) - KTVI",Columbus (KCSG),"Columbus (Columbus, GA) - KCSG",07:14AM EST,08:09AM EST,0:54,AEROMED TRANSPORT CO LLC                          
N80YD,09-Dec-2020,BE35,Columbus (KCSG),"Columbus (Columbus, GA) - KCSG",Thomasville Rgnl (KTVI),"Thomasville Rgnl (Thomasville, GA) - KTVI",06:04PM EST,06:50PM EST (?),0:46,AEROMED TRANSPORT CO LLC                          
N80YD,09-Dec-2020,BE35,Thomasville Rgnl (KTVI),"Thomasville Rgnl (Thomasville, GA) - KTVI",Columbus (KCSG),"Columbus (Columbus, GA) - KCSG",06:49AM EST,07:41AM EST (?),0:52,AEROMED TRANSPORT CO LLC                          
N80YD,08-Dec-2020,BE35,Columbus (KCSG),"Columbus (Columbus, GA) - KCSG",Thomasville Rgnl (KTVI),"Thomasville Rgnl (Thomasville, GA) - KTVI",06:13PM EST,06:56PM EST (?),0:42,AEROMED TRANSPORT CO LLC                          
N80YD,08-Dec-2020,BE35,Thomasville Rgnl (KTVI),"Thomasville Rgnl (Thomasville, GA) - KTVI",Columbus (KCSG),"Columbus (Columbus, GA) - KCSG",06:46AM EST,07:42AM EST (?),0:55,AEROMED TRANSPORT CO LLC                          
N80YD,06-Dec-2020,BE35,Moultrie Muni (KMGR),"Moultrie Muni (Moultrie, GA) - KMGR",Thomasville Rgnl (KTVI),"Thomasville Rgnl (Thomasville, GA) - KTVI",04:42PM EST,04:52PM EST (?),0:09,AEROMED TRANSPORT CO LLC                          
N80YD,06-Dec-2020,BE35,Thomasville Rgnl (KTVI),"Thomasville Rgnl (Thomasville, GA) - KTVI",Moultrie Muni (KMGR),"Moultrie Muni (Moultrie, GA) - KMGR",03:50PM EST,04:01PM EST,0:11,AEROMED TRANSPORT CO LLC                          
N80YD,06-Dec-2020,BE35,Thomasville Rgnl (KTVI),"Thomasville Rgnl (Thomasville, GA) - KTVI",Thomasville Rgnl (KTVI),"Thomasville Rgnl (Thomasville, GA) - KTVI",10:29AM EST,11:54AM EST (?),1:25,AEROMED TRANSPORT CO LLC                          
N80YD,05-Dec-2020,BE35,Clearwater Air Park (KCLW),"Clearwater Air Park (Clearwater, FL) - KCLW",Thomasville Rgnl (KTVI),"Thomasville Rgnl (Thomasville, GA) - KTVI",10:52AM EST,12:13PM EST (?),1:21,AEROMED TRANSPORT CO LLC                          
N644AT,28-Feb-2021,C650,Rochester Intl (KRST),"Rochester Intl (Rochester, MN) - KRST",Punta Gorda (KPGD),"Punta Gorda (Punta Gorda, FL) - KPGD",02:30PM CST,06:21PM EST,2:50,AIR AMBULANCE BY AIR TREK INC                     
N644AT,28-Feb-2021,C650,Page Fld (KFMY),"Page Fld (Fort Myers, FL) - KFMY",Rochester Intl (KRST),"Rochester Intl (Rochester, MN) - KRST",11:12AM EST,01:25PM CST,3:12,AIR AMBULANCE BY AIR TREK INC                     
N644AT,28-Feb-2021,C650,Punta Gorda (KPGD),"Punta Gorda (Punta Gorda, FL) - KPGD",Page Fld (KFMY),"Page Fld (Fort Myers, FL) - KFMY",09:52AM EST,09:59AM EST,0:07,AIR AMBULANCE BY AIR TREK INC                     
N644AT,27-Feb-2021,C650,Page Fld (KFMY),"Page Fld (Fort Myers, FL) - KFMY",Punta Gorda (KPGD),"Punta Gorda (Punta Gorda, FL) - KPGD",04:23PM EST,04:32PM EST,0:08,AIR AMBULANCE BY AIR TREK INC                     
N644AT,27-Feb-2021,C650,Cuyahoga County (KCGF),"Cuyahoga County (Cleveland, OH) - KCGF",Page Fld (KFMY),"Page Fld (Fort Myers, FL) - KFMY",01:38PM EST,04:00PM EST,2:21,AIR AMBULANCE BY AIR TREK INC                     
N644AT,27-Feb-2021,C650,Punta Gorda (KPGD),"Punta Gorda (Punta Gorda, FL) - KPGD",Cuyahoga County (KCGF),"Cuyahoga County (Cleveland, OH) - KCGF",09:58AM EST,12:20PM EST,2:21,AIR AMBULANCE BY AIR TREK INC                     
N644AT,23-Feb-2021,C650,Naples Muni (KAPF),"Naples Muni (Naples, FL) - KAPF",Punta Gorda (KPGD),"Punta Gorda (Punta Gorda, FL) - KPGD",08:25PM EST,08:43PM EST,0:18,AIR AMBULANCE BY AIR TREK INC                     
N644AT,23-Feb-2021,C650,Cochise County (P33),"Cochise County (Willcox, AZ) - P33",Naples Muni (KAPF),"Naples Muni (Naples, FL) - KAPF",02:48PM MST,08:10PM EST,3:22,AIR AMBULANCE BY AIR TREK INC                     
N644AT,22-Feb-2021,C650,Chennault Intl (KCWF),"Chennault Intl (Lake Charles, LA) - KCWF",Cochise County (P33),"Cochise County (Willcox, AZ) - P33",10:41AM CST,12:23PM MST,2:42,AIR AMBULANCE BY AIR TREK INC                     
N644AT,22-Feb-2021,C650,Naples Muni (KAPF),"Naples Muni (Naples, FL) - KAPF",Chennault Intl (KCWF),"Chennault Intl (Lake Charles, LA) - KCWF",09:08AM EST,10:11AM CST,2:02,AIR AMBULANCE BY AIR TREK INC                     
N644AT,22-Feb-2021,C650,Punta Gorda (KPGD),"Punta Gorda (Punta Gorda, FL) - KPGD",Naples Muni (KAPF),"Naples Muni (Naples, FL) - KAPF",08:01AM EST,08:21AM EST,0:20,AIR AMBULANCE BY AIR TREK INC                     
N644AT,17-Feb-2021,C650,Palm Beach Intl (KPBI),"Palm Beach Intl (West Palm Beach, FL) - KPBI",Punta Gorda (KPGD),"Punta Gorda (Punta Gorda, FL) - KPGD",08:22PM EST,08:58PM EST,0:35,AIR AMBULANCE BY AIR TREK INC                     
N644AT,17-Feb-2021,C650,Philadelphia Intl (KPHL),"Philadelphia Intl (Philadelphia, PA) - KPHL",Palm Beach Intl (KPBI),"Palm Beach Intl (West Palm Beach, FL) - KPBI",04:51PM EST,07:30PM EST,2:38,AIR AMBULANCE BY AIR TREK INC                     
N644AT,17-Feb-2021,C650,Allegheny County (KAGC),"Allegheny County (Pittsburgh, PA) - KAGC",Philadelphia Intl (KPHL),"Philadelphia Intl (Philadelphia, PA) - KPHL",03:17PM EST,03:58PM EST,0:41,AIR AMBULANCE BY AIR TREK INC                     
N644AT,17-Feb-2021,C650,Palm Beach Intl (KPBI),"Palm Beach Intl (West Palm Beach, FL) - KPBI",Allegheny County (KAGC),"Allegheny County (Pittsburgh, PA) - KAGC",11:39AM EST,01:44PM EST,2:04,AIR AMBULANCE BY AIR TREK INC                     
N644AT,17-Feb-2021,C650,Punta Gorda (KPGD),"Punta Gorda (Punta Gorda, FL) - KPGD",Palm Beach Intl (KPBI),"Palm Beach Intl (West Palm Beach, FL) - KPBI",09:32AM EST,09:56AM EST,0:24,AIR AMBULANCE BY AIR TREK INC                     
N644AT,08-Feb-2021,C650,Naples Muni (KAPF),"Naples Muni (Naples, FL) - KAPF",Punta Gorda (KPGD),"Punta Gorda (Punta Gorda, FL) - KPGD",05:01PM EST,05:20PM EST,0:18,AIR AMBULANCE BY AIR TREK INC                     
N644AT,08-Feb-2021,C650,Lovell Fld (KCHA),"Lovell Fld (Chattanooga, TN) - KCHA",Naples Muni (KAPF),"Naples Muni (Naples, FL) - KAPF",03:04PM EST,04:37PM EST,1:33,AIR AMBULANCE BY AIR TREK INC                     
N644AT,08-Feb-2021,C650,Punta Gorda (KPGD),"Punta Gorda (Punta Gorda, FL) - KPGD",Lovell Fld (KCHA),"Lovell Fld (Chattanooga, TN) - KCHA",12:20PM EST,01:50PM EST,1:29,AIR AMBULANCE BY AIR TREK INC                     
N644AT,07-Feb-2021,C650,Page Fld (KFMY),"Page Fld (Fort Myers, FL) - KFMY",Punta Gorda (KPGD),"Punta Gorda (Punta Gorda, FL) - KPGD",07:23PM EST,07:33PM EST,0:09,AIR AMBULANCE BY AIR TREK INC                     
N644AT,07-Feb-2021,C650,Harrisburg Intl (KMDT),"Harrisburg Intl (Harrisburg, PA) - KMDT",Page Fld (KFMY),"Page Fld (Fort Myers, FL) - KFMY",04:18PM EST,07:02PM EST,2:43,AIR AMBULANCE BY AIR TREK INC                     
N644AT,06-Feb-2021,C650,Punta Gorda (KPGD),"Punta Gorda (Punta Gorda, FL) - KPGD",Harrisburg Intl (KMDT),"Harrisburg Intl (Harrisburg, PA) - KMDT",12:46PM EST,03:01PM EST,2:14,AIR AMBULANCE BY AIR TREK INC                     
N644AT,30-Jan-2021,C650,Sarasota/Bradenton Intl (KSRQ),"Sarasota/Bradenton Intl (Sarasota/Bradenton, FL) - KSRQ",Punta Gorda (KPGD),"Punta Gorda (Punta Gorda, FL) - KPGD",06:46PM EST,06:59PM EST,0:13,AIR AMBULANCE BY AIR TREK INC                     
N644AT,30-Jan-2021,C650,John Glenn Columbus Intl Airport (KCMH),"John Glenn Columbus Intl Airport (Columbus, OH) - KCMH",Sarasota/Bradenton Intl (KSRQ),"Sarasota/Bradenton Intl (Sarasota/Bradenton, FL) - KSRQ",04:24PM EST,06:24PM EST,1:59,AIR AMBULANCE BY AIR TREK INC                     
N644AT,30-Jan-2021,C650,Lovell Fld (KCHA),"Lovell Fld (Chattanooga, TN) - KCHA",John Glenn Columbus Intl Airport (KCMH),"John Glenn Columbus Intl Airport (Columbus, OH) - KCMH",02:06PM EST,03:02PM EST,0:55,AIR AMBULANCE BY AIR TREK INC                     
N644AT,30-Jan-2021,C650,Naples Muni (KAPF),"Naples Muni (Naples, FL) - KAPF",Lovell Fld (KCHA),"Lovell Fld (Chattanooga, TN) - KCHA",11:59AM EST,01:40PM EST,1:41,AIR AMBULANCE BY AIR TREK INC                     
N644AT,30-Jan-2021,C650,Punta Gorda (KPGD),"Punta Gorda (Punta Gorda, FL) - KPGD",Naples Muni (KAPF),"Naples Muni (Naples, FL) - KAPF",11:06AM EST,11:25AM EST,0:18,AIR AMBULANCE BY AIR TREK INC                     
N644AT,28-Jan-2021,C650,"Near Punta Gorda, FL",L 26.96754 -81.96293,Punta Gorda (KPGD),"Punta Gorda (Punta Gorda, FL) - KPGD",First seen 04:07PM EST,04:38PM EST,0:30,AIR AMBULANCE BY AIR TREK INC                     
N644AT,28-Jan-2021,C650,Punta Gorda (KPGD),"Punta Gorda (Punta Gorda, FL) - KPGD",Punta Gorda (KPGD),"Punta Gorda (Punta Gorda, FL) - KPGD",02:40PM EST,03:35PM EST,0:54,AIR AMBULANCE BY AIR TREK INC                     
N644AT,28-Jan-2021,C650,Punta Gorda (KPGD),"Punta Gorda (Punta Gorda, FL) - KPGD",Punta Gorda (KPGD),"Punta Gorda (Punta Gorda, FL) - KPGD",10:37AM EST,12:46PM EST,2:08,AIR AMBULANCE BY AIR TREK INC                     
N644AT,27-Jan-2021,C650,Opa-locka Executive (KOPF),"Opa-locka Executive (Miami, FL) - KOPF",Punta Gorda (KPGD),"Punta Gorda (Punta Gorda, FL) - KPGD",02:39PM EST,03:08PM EST,0:28,AIR AMBULANCE BY AIR TREK INC                     
N644AT,27-Jan-2021,C650,Francis S Gabreski (KFOK),"Francis S Gabreski (Westhampton Beach, NY) - KFOK",Opa-locka Executive (KOPF),"Opa-locka Executive (Miami, FL) - KOPF",11:02AM EST,01:52PM EST,2:49,AIR AMBULANCE BY AIR TREK INC                     
N644AT,26-Jan-2021,C650,Opa-locka Executive (KOPF),"Opa-locka Executive (Miami, FL) - KOPF",Francis S Gabreski (KFOK),"Francis S Gabreski (Westhampton Beach, NY) - KFOK",11:41AM EST,02:14PM EST,2:32,AIR AMBULANCE BY AIR TREK INC                     
N644AT,26-Jan-2021,C650,Punta Gorda (KPGD),"Punta Gorda (Punta Gorda, FL) - KPGD",Opa-locka Executive (KOPF),"Opa-locka Executive (Miami, FL) - KOPF",10:00AM EST,10:29AM EST,0:29,AIR AMBULANCE BY AIR TREK INC                     
N644AT,21-Jan-2021,C650,Witham Fld (KSUA),"Witham Fld (Stuart, FL) - KSUA",Punta Gorda (KPGD),"Punta Gorda (Punta Gorda, FL) - KPGD",04:18PM EST,04:43PM EST,0:25,AIR AMBULANCE BY AIR TREK INC                     
N644AT,21-Jan-2021,C650,St Simons Island (KSSI),"St Simons Island (St Simons Island, GA) - KSSI",Witham Fld (KSUA),"Witham Fld (Stuart, FL) - KSUA",03:04PM EST,03:55PM EST,0:50,AIR AMBULANCE BY AIR TREK INC                     
N644AT,21-Jan-2021,C650,Asheville Rgnl (KAVL),"Asheville Rgnl (Asheville, NC) - KAVL",St Simons Island (KSSI),"St Simons Island (St Simons Island, GA) - KSSI",10:55AM EST,11:43AM EST,0:48,AIR AMBULANCE BY AIR TREK INC                     
N644AT,21-Jan-2021,C650,Sarasota/Bradenton Intl (KSRQ),"Sarasota/Bradenton Intl (Sarasota/Bradenton, FL) - KSRQ",Asheville Rgnl (KAVL),"Asheville Rgnl (Asheville, NC) - KAVL",08:51AM EST,10:19AM EST,1:27,AIR AMBULANCE BY AIR TREK INC                     
N644AT,21-Jan-2021,C650,Punta Gorda (KPGD),"Punta Gorda (Punta Gorda, FL) - KPGD",Sarasota/Bradenton Intl (KSRQ),"Sarasota/Bradenton Intl (Sarasota/Bradenton, FL) - KSRQ",08:04AM EST,08:20AM EST,0:15,AIR AMBULANCE BY AIR TREK INC                     
N644AT,20-Jan-2021,C650,Punta Gorda (KPGD),"Punta Gorda (Punta Gorda, FL) - KPGD",Punta Gorda (KPGD),"Punta Gorda (Punta Gorda, FL) - KPGD",02:25PM EST,03:31PM EST,1:06,AIR AMBULANCE BY AIR TREK INC                     
N644AT,11-Jan-2021,C650,Palm Beach Intl (KPBI),"Palm Beach Intl (West Palm Beach, FL) - KPBI",Punta Gorda (KPGD),"Punta Gorda (Punta Gorda, FL) - KPGD",03:45PM EST,04:13PM EST,0:27,AIR AMBULANCE BY AIR TREK INC                     
N644AT,11-Jan-2021,C650,Westchester County (KHPN),"Westchester County (White Plains, NY) - KHPN",Palm Beach Intl (KPBI),"Palm Beach Intl (West Palm Beach, FL) - KPBI",11:39AM EST,02:49PM EST,3:10,AIR AMBULANCE BY AIR TREK INC                     
N644AT,10-Jan-2021,C650,Chicago Exec (KPWK),"Chicago Exec (Chicago/Prospect Heights/Wheeling, IL) - KPWK",Westchester County (KHPN),"Westchester County (White Plains, NY) - KHPN",05:12PM CST,07:55PM EST,1:42,AIR AMBULANCE BY AIR TREK INC                     
N644AT,10-Jan-2021,C650,Punta Gorda (KPGD),"Punta Gorda (Punta Gorda, FL) - KPGD",Chicago Exec (KPWK),"Chicago Exec (Chicago/Prospect Heights/Wheeling, IL) - KPWK",02:47PM EST,04:28PM CST,2:40,AIR AMBULANCE BY AIR TREK INC                     
