tailnumber,dates,aircraft,origin,destination,departure,arrival,duration,Tail_number,NAME
N888CP,12-Nov-2020,LJ31,"<span dir=""ltr"">Aurora Muni</span>","<span dir=""ltr"">Indianapolis Intl</span>","<td>12:25AM <span class=""tz"">CST</span></td>","<td>02:00AM <span class=""tz"">EST</span></td>",0:34,N888CP,AEROCARE MEDICAL TRANSPORT SYSTEMS INC            
N888CP,09-Nov-2020,LJ31,"<span dir=""ltr"">Dekalb-Peachtree</span>","<span dir=""ltr"">Aurora Muni</span>","<td>04:33PM <span class=""tz"">EST</span></td>","<td>04:57PM <span class=""tz"">CST</span></td>",1:23,N888CP,AEROCARE MEDICAL TRANSPORT SYSTEMS INC            
N888CP,09-Nov-2020,LJ31,"<span dir=""ltr"">Roanoke Rgnl</span>","<span dir=""ltr"">Dekalb-Peachtree</span>","<td>01:14PM <span class=""tz"">EST</span></td>","<td>02:08PM <span class=""tz"">EST</span></td>",0:54,N888CP,AEROCARE MEDICAL TRANSPORT SYSTEMS INC            
N888CP,09-Nov-2020,LJ31,"<span dir=""ltr"">Aurora Muni</span>","<span dir=""ltr"">Roanoke Rgnl</span>","<td>08:06AM <span class=""tz"">CST</span></td>","<td>10:28AM <span class=""tz"">EST</span></td>",1:22,N888CP,AEROCARE MEDICAL TRANSPORT SYSTEMS INC            
N888CP,08-Nov-2020,LJ31,"<span dir=""ltr"">Baltimore/Washington Intl</span>","<span dir=""ltr"">Aurora Muni</span>","<td>09:23PM <span class=""tz"">EST</span></td>","<td>10:00PM <span class=""tz"">CST</span></td>",1:36,N888CP,AEROCARE MEDICAL TRANSPORT SYSTEMS INC            
N888CP,08-Nov-2020,LJ31,"<span dir=""ltr"">South Bend Intl</span>","<span dir=""ltr"">Baltimore/Washington Intl</span>","<td>06:09PM <span class=""tz"">EST</span></td>","<td>07:25PM <span class=""tz"">EST</span></td>",1:16,N888CP,AEROCARE MEDICAL TRANSPORT SYSTEMS INC            
N888CP,08-Nov-2020,LJ31,"<span dir=""ltr"">Aurora Muni</span>","<span dir=""ltr"">South Bend Intl</span>","<td>03:07PM <span class=""tz"">CST</span></td>","<td>04:31PM <span class=""tz"">EST</span></td>",0:23,N888CP,AEROCARE MEDICAL TRANSPORT SYSTEMS INC            
N888CP,07-Nov-2020,LJ31,"<span dir=""ltr"">Chicago Midway Intl</span>","<span dir=""ltr"">Aurora Muni</span>","<td>02:15PM <span class=""tz"">CST</span></td>","<td>02:31PM <span class=""tz"">CST</span></td>",0:16,N888CP,AEROCARE MEDICAL TRANSPORT SYSTEMS INC            
N888CP,07-Nov-2020,LJ31,"<span dir=""ltr"">Gerald R Ford Intl</span>","<span dir=""ltr"">Chicago Midway Intl</span>","<td>02:29PM <span class=""tz"">EST</span></td>","<td>01:59PM <span class=""tz"">CST</span></td>",0:29,N888CP,AEROCARE MEDICAL TRANSPORT SYSTEMS INC            
N888CP,07-Nov-2020,LJ31,"<span dir=""ltr"">Chicago Midway Intl</span>","<span dir=""ltr"">Gerald R Ford Intl</span>","<td>07:49AM <span class=""tz"">CST</span></td>","<td>09:17AM <span class=""tz"">EST</span></td>",0:27,N888CP,AEROCARE MEDICAL TRANSPORT SYSTEMS INC            
N888CP,07-Nov-2020,LJ31,"<span dir=""ltr"">Aurora Muni</span>","<span dir=""ltr"">Chicago Midway Intl</span>","<td>07:04AM <span class=""tz"">CST</span></td>","<td>07:18AM <span class=""tz"">CST</span></td>",0:13,N888CP,AEROCARE MEDICAL TRANSPORT SYSTEMS INC            
N888CP,06-Nov-2020,LJ31,"<span dir=""ltr"">Chicago Midway Intl</span>","<span dir=""ltr"">Aurora Muni</span>","<td>07:19AM <span class=""tz"">CST</span></td>","<td>07:29AM <span class=""tz"">CST</span></td>",0:09,N888CP,AEROCARE MEDICAL TRANSPORT SYSTEMS INC            
N888CP,06-Nov-2020,LJ31,"<span dir=""ltr"">General Downing - Peoria Intl</span>","<span dir=""ltr"">Chicago Midway Intl</span>","<td>06:36AM <span class=""tz"">CST</span></td>","<td>07:01AM <span class=""tz"">CST</span></td>",0:24,N888CP,AEROCARE MEDICAL TRANSPORT SYSTEMS INC            
N888CP,06-Nov-2020,LJ31,"<span dir=""ltr"">Chicago Midway Intl</span>","<span dir=""ltr"">General Downing - Peoria Intl</span>","<td>12:58AM <span class=""tz"">CST</span></td>","<td>01:24AM <span class=""tz"">CST</span></td>",0:25,N888CP,AEROCARE MEDICAL TRANSPORT SYSTEMS INC            
N888CP,05-Nov-2020,LJ31,"<span dir=""ltr"">Aurora Muni</span>","<span dir=""ltr"">Chicago Midway Intl</span>","<td>11:53PM <span class=""tz"">CST</span></td>","<td>12:06AM <span class=""tz"">CST</span> (+1)</td>",0:13,N888CP,AEROCARE MEDICAL TRANSPORT SYSTEMS INC            
N888CP,05-Nov-2020,LJ31,"<span dir=""ltr"">Lincoln</span>","<span dir=""ltr"">Aurora Muni</span>","<td>05:38PM <span class=""tz"">CST</span></td>","<td>06:43PM <span class=""tz"">CST</span></td>",1:04,N888CP,AEROCARE MEDICAL TRANSPORT SYSTEMS INC            
N888CP,05-Nov-2020,LJ31,"<span dir=""ltr"">Abraham Lincoln Capital</span>","<span dir=""ltr"">Lincoln</span>","<td>02:42PM <span class=""tz"">CST</span></td>","<td>03:38PM <span class=""tz"">CST</span></td>",0:56,N888CP,AEROCARE MEDICAL TRANSPORT SYSTEMS INC            
N888CP,05-Nov-2020,LJ31,"<span dir=""ltr"">Aurora Muni</span>","<span dir=""ltr"">Abraham Lincoln Capital</span>","<td>12:09PM <span class=""tz"">CST</span></td>","<td>12:37PM <span class=""tz"">CST</span></td>",0:28,N888CP,AEROCARE MEDICAL TRANSPORT SYSTEMS INC            
N888CP,05-Nov-2020,LJ31,"<span dir=""ltr"">Chicago Midway Intl</span>","<span dir=""ltr"">Aurora Muni</span>","<td>04:23AM <span class=""tz"">CST</span></td>","<td>04:35AM <span class=""tz"">CST</span></td>",0:11,N888CP,AEROCARE MEDICAL TRANSPORT SYSTEMS INC            
N888CP,05-Nov-2020,LJ31,"<span dir=""ltr"">General Downing - Peoria Intl</span>","<span dir=""ltr"">Chicago Midway Intl</span>","<td>03:26AM <span class=""tz"">CST</span></td>","<td>03:51AM <span class=""tz"">CST</span></td>",0:25,N888CP,AEROCARE MEDICAL TRANSPORT SYSTEMS INC            
N888CP,04-Nov-2020,LJ31,"<span dir=""ltr"">Chicago Midway Intl</span>","<span dir=""ltr"">General Downing - Peoria Intl</span>","<td>10:11PM <span class=""tz"">CST</span></td>","<td>10:40PM <span class=""tz"">CST</span></td>",0:29,N888CP,AEROCARE MEDICAL TRANSPORT SYSTEMS INC            
N888CP,04-Nov-2020,LJ31,"<span dir=""ltr"">Aurora Muni</span>","<span dir=""ltr"">Chicago Midway Intl</span>","<td>08:51PM <span class=""tz"">CST</span></td>","<td>09:07PM <span class=""tz"">CST</span></td>",0:16,N888CP,AEROCARE MEDICAL TRANSPORT SYSTEMS INC            
N888CP,01-Nov-2020,LJ31,"<span dir=""ltr"">Chicago Midway Intl</span>","<span dir=""ltr"">Aurora Muni</span>","<td>02:43PM <span class=""tz"">CST</span></td>","<td>02:54PM <span class=""tz"">CST</span></td>",0:10,N888CP,AEROCARE MEDICAL TRANSPORT SYSTEMS INC            
N888CP,01-Nov-2020,LJ31,"<span dir=""ltr"">St Cloud Rgnl</span>","<span dir=""ltr"">Chicago Midway Intl</span>","<td>01:24PM <span class=""tz"">CST</span></td>","<td>02:19PM <span class=""tz"">CST</span></td>",0:54,N888CP,AEROCARE MEDICAL TRANSPORT SYSTEMS INC            
N888CP,01-Nov-2020,LJ31,"<span dir=""ltr"">Chicago Midway Intl</span>","<span dir=""ltr"">St Cloud Rgnl</span>","<td>08:47AM <span class=""tz"">CST</span></td>","<td>09:58AM <span class=""tz"">CST</span></td>",1:10,N888CP,AEROCARE MEDICAL TRANSPORT SYSTEMS INC            
N888CP,01-Nov-2020,LJ31,"<span dir=""ltr"">Aurora Muni</span>","<span dir=""ltr"">Chicago Midway Intl</span>","<td>07:37AM <span class=""tz"">CST</span></td>","<td>07:54AM <span class=""tz"">CST</span></td>",0:16,N888CP,AEROCARE MEDICAL TRANSPORT SYSTEMS INC            
N80YD,12-Feb-2021,BE35,"<span dir=""ltr"">Thomasville Rgnl</span>","<span dir=""ltr"">Thomasville Rgnl</span>","<td>04:59PM <span class=""tz"">EST</span></td>","<td>05:20PM <span class=""tz"">EST</span></td>",0:21,N80YD,AEROMED TRANSPORT CO LLC                          
N80YD,04-Feb-2021,BE35,"<span dir=""ltr"">Charlottesville-Albemarle</span>","<span dir=""ltr"">Thomasville Rgnl</span>","<td>08:04PM <span class=""tz"">EST</span></td>","<td>12:28AM <span class=""tz"">EST</span> (+1)</td>",4:23,N80YD,AEROMED TRANSPORT CO LLC                          
N80YD,04-Feb-2021,BE35,"<span dir=""ltr"">Moultrie Muni</span>","<span dir=""ltr"">Charlottesville-Albemarle</span>","<td>04:28PM <span class=""tz"">EST</span></td>","<td>07:17PM <span class=""tz"">EST</span></td>",2:48,N80YD,AEROMED TRANSPORT CO LLC                          
N80YD,04-Feb-2021,BE35,"<span dir=""ltr"">Thomasville Rgnl</span>","<span dir=""ltr"">Moultrie Muni</span>","<td>07:18AM <span class=""tz"">EST</span></td>","<td>07:23AM <span class=""tz"">EST</span></td>",0:05,N80YD,AEROMED TRANSPORT CO LLC                          
N80YD,30-Jan-2021,BE35,"<span dir=""ltr"">Jacksonville Exec At Craig</span>","<span dir=""ltr"">Thomasville Rgnl</span>","<td>09:54PM <span class=""tz"">EST</span></td>","<td>10:44PM <span class=""tz"">EST</span></td>",0:50,N80YD,AEROMED TRANSPORT CO LLC                          
N80YD,30-Jan-2021,BE35,"<span dir=""ltr"">Thomasville Rgnl</span>","<span dir=""ltr"">Jacksonville Exec At Craig</span>","<td>05:21PM <span class=""tz"">EST</span></td>","<td>06:30PM <span class=""tz"">EST</span></td>",1:08,N80YD,AEROMED TRANSPORT CO LLC                          
N80YD,30-Jan-2021,BE35,"<span dir=""ltr"">Thomasville Rgnl</span>","<span dir=""ltr"">Thomasville Rgnl</span>","<td>05:21PM <span class=""tz"">EST</span></td>",<td></td>,"<span title=""Changed Destination (see above)"">Diverted</span>",N80YD,AEROMED TRANSPORT CO LLC                          
N80YD,29-Jan-2021,BE35,"<span dir=""ltr"">Columbus</span>","<span dir=""ltr"">Thomasville Rgnl</span>","<td>05:21PM <span class=""tz"">EST</span></td>","<td><span title=""result unknown""><i>06:25PM <span class=""tz"">EST</span> (<a href=""/about/faq.rvt#flightresultunknown"">?</a>)</i></span></td>",1:04,N80YD,AEROMED TRANSPORT CO LLC                          
N80YD,29-Jan-2021,BE35,"<span dir=""ltr"">Thomasville Rgnl</span>","<span dir=""ltr"">Columbus</span>","<td>06:47AM <span class=""tz"">EST</span></td>","<td>07:52AM <span class=""tz"">EST</span></td>",1:04,N80YD,AEROMED TRANSPORT CO LLC                          
N80YD,20-Jan-2021,BE35,"<span dir=""ltr"">Columbus</span>","<span dir=""ltr"">Spence</span>","<td>06:00PM <span class=""tz"">EST</span></td>","<td><span title=""result unknown""><i>07:10PM <span class=""tz"">EST</span> (<a href=""/about/faq.rvt#flightresultunknown"">?</a>)</i></span></td>",1:09,N80YD,AEROMED TRANSPORT CO LLC                          
N80YD,19-Jan-2021,BE35,"Near Moultrie, GA","<span dir=""ltr"">Columbus</span>","<em>First seen 07:30AM <span class=""tz"">EST</span></em>","<td>08:15AM <span class=""tz"">EST</span></td>",0:44,N80YD,AEROMED TRANSPORT CO LLC                          
N80YD,19-Jan-2021,BE35,"<span dir=""ltr"">Thomasville Rgnl</span>","<span dir=""ltr"">Spence</span>","<td>07:02AM <span class=""tz"">EST</span></td>","<td>07:12AM <span class=""tz"">EST</span></td>",0:09,N80YD,AEROMED TRANSPORT CO LLC                          
N80YD,17-Jan-2021,BE35,"<span dir=""ltr"">Thomasville Rgnl</span>","<span dir=""ltr"">Thomasville Rgnl</span>","<td>05:56PM <span class=""tz"">EST</span></td>","<td>06:54PM <span class=""tz"">EST</span></td>",0:57,N80YD,AEROMED TRANSPORT CO LLC                          
N80YD,15-Jan-2021,BE35,"<span dir=""ltr"">Columbus</span>","<span dir=""ltr"">Thomasville Rgnl</span>","<td>05:21PM <span class=""tz"">EST</span></td>","<td><span title=""result unknown""><i>06:05PM <span class=""tz"">EST</span> (<a href=""/about/faq.rvt#flightresultunknown"">?</a>)</i></span></td>",0:44,N80YD,AEROMED TRANSPORT CO LLC                          
N80YD,15-Jan-2021,BE35,"<span dir=""ltr"">Thomasville Rgnl</span>","<span dir=""ltr"">Columbus</span>","<td>07:04AM <span class=""tz"">EST</span></td>","<td><span title=""result unknown""><i>07:54AM <span class=""tz"">EST</span> (<a href=""/about/faq.rvt#flightresultunknown"">?</a>)</i></span></td>",0:50,N80YD,AEROMED TRANSPORT CO LLC                          
N80YD,10-Jan-2021,BE35,"<span dir=""ltr"">Spence</span>","<span dir=""ltr"">Thomasville Rgnl</span>","<td>06:04PM <span class=""tz"">EST</span></td>","<td>06:14PM <span class=""tz"">EST</span></td>",0:10,N80YD,AEROMED TRANSPORT CO LLC                          
N80YD,10-Jan-2021,BE35,"<span dir=""ltr"">Charlottesville-Albemarle</span>","<span dir=""ltr"">Spence</span>","<td>02:36PM <span class=""tz"">EST</span></td>","<td>06:03PM <span class=""tz"">EST</span></td>",3:26,N80YD,AEROMED TRANSPORT CO LLC                          
N80YD,09-Jan-2021,BE35,"<span dir=""ltr"">Spence</span>","<span dir=""ltr"">Charlottesville-Albemarle</span>","<td>02:22PM <span class=""tz"">EST</span></td>","<td>05:42PM <span class=""tz"">EST</span></td>",3:20,N80YD,AEROMED TRANSPORT CO LLC                          
N80YD,06-Jan-2021,BE35,"<span dir=""ltr"">Spence</span>","<span dir=""ltr"">Thomasville Rgnl</span>","<td>06:17PM <span class=""tz"">EST</span></td>","<td>06:26PM <span class=""tz"">EST</span></td>",0:08,N80YD,AEROMED TRANSPORT CO LLC                          
N80YD,06-Jan-2021,BE35,"<span dir=""ltr"">Columbus</span>","<span dir=""ltr"">Spence</span>","<td>05:17PM <span class=""tz"">EST</span></td>","<td>06:03PM <span class=""tz"">EST</span></td>",0:45,N80YD,AEROMED TRANSPORT CO LLC                          
N80YD,05-Jan-2021,BE35,"<span dir=""ltr"">Thomasville Rgnl</span>","<span dir=""ltr"">Columbus</span>","<td>07:24AM <span class=""tz"">EST</span></td>","<td><span title=""result unknown""><i>08:15AM <span class=""tz"">EST</span> (<a href=""/about/faq.rvt#flightresultunknown"">?</a>)</i></span></td>",0:51,N80YD,AEROMED TRANSPORT CO LLC                          
N80YD,27-Dec-2020,BE35,"<span dir=""ltr"">Ocala Intl</span>","<span dir=""ltr"">Thomasville Rgnl</span>","<td>06:19PM <span class=""tz"">EST</span></td>","<td>07:11PM <span class=""tz"">EST</span></td>",0:51,N80YD,AEROMED TRANSPORT CO LLC                          
N80YD,26-Dec-2020,BE35,"<span dir=""ltr"">Thomasville Rgnl</span>","<span dir=""ltr"">Ocala Intl</span>","<td>10:15AM <span class=""tz"">EST</span></td>","<td>11:08AM <span class=""tz"">EST</span></td>",0:52,N80YD,AEROMED TRANSPORT CO LLC                          
N80YD,22-Dec-2020,BE35,"<span dir=""ltr"">Columbus</span>","Near Thomasville, GA","<td>06:11PM <span class=""tz"">EST</span></td>","<td><em>Last seen 06:52PM <span class=""tz"">EST</span></em></td>",<em>0:40</em>,N80YD,AEROMED TRANSPORT CO LLC                          
N80YD,22-Dec-2020,BE35,"<span dir=""ltr"">Thomasville Rgnl</span>","<span dir=""ltr"">Columbus</span>","<td>07:04AM <span class=""tz"">EST</span></td>","<td><span title=""result unknown""><i>07:57AM <span class=""tz"">EST</span> (<a href=""/about/faq.rvt#flightresultunknown"">?</a>)</i></span></td>",0:53,N80YD,AEROMED TRANSPORT CO LLC                          
N80YD,19-Dec-2020,BE35,"<span dir=""ltr"">Thomasville Rgnl</span>","<span dir=""ltr"">Thomasville Rgnl</span>","<td>04:44PM <span class=""tz"">EST</span></td>","<td>05:20PM <span class=""tz"">EST</span></td>",0:36,N80YD,AEROMED TRANSPORT CO LLC                          
N80YD,18-Dec-2020,BE35,"<span dir=""ltr"">Columbus</span>","<span dir=""ltr"">Thomasville Rgnl</span>","<td>05:21PM <span class=""tz"">EST</span></td>","<td><span title=""result unknown""><i>06:07PM <span class=""tz"">EST</span> (<a href=""/about/faq.rvt#flightresultunknown"">?</a>)</i></span></td>",0:45,N80YD,AEROMED TRANSPORT CO LLC                          
N80YD,18-Dec-2020,BE35,"<span dir=""ltr"">Thomasville Rgnl</span>","<span dir=""ltr"">Columbus</span>","<td>07:14AM <span class=""tz"">EST</span></td>","<td>08:09AM <span class=""tz"">EST</span></td>",0:54,N80YD,AEROMED TRANSPORT CO LLC                          
N80YD,09-Dec-2020,BE35,"<span dir=""ltr"">Columbus</span>","<span dir=""ltr"">Thomasville Rgnl</span>","<td>06:04PM <span class=""tz"">EST</span></td>","<td><span title=""result unknown""><i>06:50PM <span class=""tz"">EST</span> (<a href=""/about/faq.rvt#flightresultunknown"">?</a>)</i></span></td>",0:46,N80YD,AEROMED TRANSPORT CO LLC                          
N80YD,09-Dec-2020,BE35,"<span dir=""ltr"">Thomasville Rgnl</span>","<span dir=""ltr"">Columbus</span>","<td>06:49AM <span class=""tz"">EST</span></td>","<td><span title=""result unknown""><i>07:41AM <span class=""tz"">EST</span> (<a href=""/about/faq.rvt#flightresultunknown"">?</a>)</i></span></td>",0:52,N80YD,AEROMED TRANSPORT CO LLC                          
N80YD,08-Dec-2020,BE35,"<span dir=""ltr"">Columbus</span>","<span dir=""ltr"">Thomasville Rgnl</span>","<td>06:13PM <span class=""tz"">EST</span></td>","<td><span title=""result unknown""><i>06:56PM <span class=""tz"">EST</span> (<a href=""/about/faq.rvt#flightresultunknown"">?</a>)</i></span></td>",0:42,N80YD,AEROMED TRANSPORT CO LLC                          
N80YD,08-Dec-2020,BE35,"<span dir=""ltr"">Thomasville Rgnl</span>","<span dir=""ltr"">Columbus</span>","<td>06:46AM <span class=""tz"">EST</span></td>","<td><span title=""result unknown""><i>07:42AM <span class=""tz"">EST</span> (<a href=""/about/faq.rvt#flightresultunknown"">?</a>)</i></span></td>",0:55,N80YD,AEROMED TRANSPORT CO LLC                          
N80YD,06-Dec-2020,BE35,"<span dir=""ltr"">Moultrie Muni</span>","<span dir=""ltr"">Thomasville Rgnl</span>","<td>04:42PM <span class=""tz"">EST</span></td>","<td><span title=""result unknown""><i>04:52PM <span class=""tz"">EST</span> (<a href=""/about/faq.rvt#flightresultunknown"">?</a>)</i></span></td>",0:09,N80YD,AEROMED TRANSPORT CO LLC                          
N80YD,06-Dec-2020,BE35,"<span dir=""ltr"">Thomasville Rgnl</span>","<span dir=""ltr"">Moultrie Muni</span>","<td>03:50PM <span class=""tz"">EST</span></td>","<td>04:01PM <span class=""tz"">EST</span></td>",0:11,N80YD,AEROMED TRANSPORT CO LLC                          
N80YD,06-Dec-2020,BE35,"<span dir=""ltr"">Thomasville Rgnl</span>","<span dir=""ltr"">Thomasville Rgnl</span>","<td>10:29AM <span class=""tz"">EST</span></td>","<td><span title=""result unknown""><i>11:54AM <span class=""tz"">EST</span> (<a href=""/about/faq.rvt#flightresultunknown"">?</a>)</i></span></td>",1:25,N80YD,AEROMED TRANSPORT CO LLC                          
N80YD,05-Dec-2020,BE35,"<span dir=""ltr"">Clearwater Air Park</span>","<span dir=""ltr"">Thomasville Rgnl</span>","<td>10:52AM <span class=""tz"">EST</span></td>","<td><span title=""result unknown""><i>12:13PM <span class=""tz"">EST</span> (<a href=""/about/faq.rvt#flightresultunknown"">?</a>)</i></span></td>",1:21,N80YD,AEROMED TRANSPORT CO LLC                          
N80YD,28-Nov-2020,BE35,"<span dir=""ltr"">Clearwater Intl</span>","<span dir=""ltr"">Clearwater Air Park</span>","<td>04:50PM <span class=""tz"">EST</span></td>","<td><span title=""result unknown""><i>05:20PM <span class=""tz"">EST</span> (<a href=""/about/faq.rvt#flightresultunknown"">?</a>)</i></span></td>",0:29,N80YD,AEROMED TRANSPORT CO LLC                          
N80YD,28-Nov-2020,BE35,"<span dir=""ltr"">Clearwater Air Park</span>","<span dir=""ltr"">Clearwater Intl</span>","<td>03:10PM <span class=""tz"">EST</span></td>","<td>04:34PM <span class=""tz"">EST</span></td>",1:23,N80YD,AEROMED TRANSPORT CO LLC                          
N80YD,28-Nov-2020,BE35,"<span dir=""ltr"">Clearwater Air Park</span>","<span dir=""ltr"">Clearwater Air Park</span>","<td>11:44AM <span class=""tz"">EST</span></td>","<td><span title=""result unknown""><i>12:10PM <span class=""tz"">EST</span> (<a href=""/about/faq.rvt#flightresultunknown"">?</a>)</i></span></td>",0:25,N80YD,AEROMED TRANSPORT CO LLC                          
N80YD,16-Nov-2020,BE35,"<span dir=""ltr"">Crystal River-Capt Tom Davis Fld</span>","<span dir=""ltr"">Clearwater Air Park</span>","<td>02:40PM <span class=""tz"">EST</span></td>","<td><span title=""result unknown""><i>03:02PM <span class=""tz"">EST</span> (<a href=""/about/faq.rvt#flightresultunknown"">?</a>)</i></span></td>",0:21,N80YD,AEROMED TRANSPORT CO LLC                          
N80YD,15-Nov-2020,BE35,"<span dir=""ltr"">Crystal River-Capt Tom Davis Fld</span>","<span dir=""ltr"">Crystal River-Capt Tom Davis Fld</span>","<td>10:04AM <span class=""tz"">EST</span></td>","<td><span title=""result unknown""><i>11:15AM <span class=""tz"">EST</span> (<a href=""/about/faq.rvt#flightresultunknown"">?</a>)</i></span></td>",1:10,N80YD,AEROMED TRANSPORT CO LLC                          
N80YD,14-Nov-2020,BE35,"<span dir=""ltr"">Clearwater Air Park</span>","<span dir=""ltr"">Crystal River-Capt Tom Davis Fld</span>","<td>10:36AM <span class=""tz"">EST</span></td>","<td><span title=""result unknown""><i>11:05AM <span class=""tz"">EST</span> (<a href=""/about/faq.rvt#flightresultunknown"">?</a>)</i></span></td>",0:28,N80YD,AEROMED TRANSPORT CO LLC                          
N80YD,10-Nov-2020,BE35,"<span dir=""ltr"">Albert Whitted</span>","<span dir=""ltr"">Clearwater Air Park</span>","<td>09:21AM <span class=""tz"">EST</span></td>","<td>09:32AM <span class=""tz"">EST</span></td>",0:11,N80YD,AEROMED TRANSPORT CO LLC                          
N80YD,04-Nov-2020,BE35,"<span dir=""ltr"">Clearwater Air Park</span>","<span dir=""ltr"">Albert Whitted</span>","<td>02:36PM <span class=""tz"">EST</span></td>","<td><span title=""result unknown""><i>02:50PM <span class=""tz"">EST</span> (<a href=""/about/faq.rvt#flightresultunknown"">?</a>)</i></span></td>",0:14,N80YD,AEROMED TRANSPORT CO LLC                          
