tail_number,dates,aircraft,origin,destination,departure,arrival,duration,NAME
N8287E,8-Jan-21,BE9L,Midland Intl Air and Space Port,McKinney National,06:34PM CST,07:55PM CST,1:21,AIRMED INTERNATIONAL LLC                          
N8287E,8-Jan-21,BE9L,McKinney National,Midland Intl Air and Space Port,03:18PM CST,05:01PM CST,1:42,AIRMED INTERNATIONAL LLC                          
N8287E,8-Jan-21,BE9L,San Antonio Intl,McKinney National,01:30PM CST,02:49PM CST,1:18,AIRMED INTERNATIONAL LLC                          
N8287E,6-Jan-21,BE9L,El Paso Intl,San Antonio Intl,04:47PM MST,07:33PM CST,1:46,AIRMED INTERNATIONAL LLC                          
N8287E,6-Jan-21,BE9L,San Antonio Intl,El Paso Intl,02:47PM CST,04:07PM MST,2:19,AIRMED INTERNATIONAL LLC                          
N8287E,5-Jan-21,BE9L,Mc Allen Miller Intl,San Antonio Intl,05:08PM CST,06:22PM CST,1:13,AIRMED INTERNATIONAL LLC                          
N8287E,5-Jan-21,BE9L,Laredo Intl,Mc Allen Miller Intl,02:58PM CST,03:31PM CST,0:33,AIRMED INTERNATIONAL LLC                          
N8287E,5-Jan-21,BE9L,San Antonio Intl,Laredo Intl,12:14PM CST,12:57PM CST,0:42,AIRMED INTERNATIONAL LLC                          
N8287E,4-Jan-21,BE9L,Mc Allen Miller Intl,San Antonio Intl,03:18PM CST,04:21PM CST,1:03,AIRMED INTERNATIONAL LLC                          
N8287E,4-Jan-21,BE9L,San Antonio Intl,Mc Allen Miller Intl,12:15PM CST,01:09PM CST,0:54,AIRMED INTERNATIONAL LLC                          
N8287E,2-Jan-21,BE9L,Waco Rgnl,San Antonio Intl,11:06PM CST,11:53PM CST,0:46,AIRMED INTERNATIONAL LLC                          
N8287E,2-Jan-21,BE9L,San Antonio Intl,Waco Rgnl,08:08PM CST,08:50PM CST,0:42,AIRMED INTERNATIONAL LLC                          
N8287E,2-Jan-21,BE9L,William P Hobby,San Antonio Intl,05:16PM CST,06:18PM CST,1:02,AIRMED INTERNATIONAL LLC                          
N8287E,2-Jan-21,BE9L,Mc Allen Miller Intl,William P Hobby,02:09PM CST,03:19PM CST,1:10,AIRMED INTERNATIONAL LLC                          
N8287E,2-Jan-21,BE9L,San Antonio Intl,Mc Allen Miller Intl,12:01PM CST,01:01PM CST,1:00,AIRMED INTERNATIONAL LLC                          
N8287E,1-Jan-21,BE9L,Austin-Bergstrom Intl,San Antonio Intl,03:06PM CST,03:33PM CST,0:26,AIRMED INTERNATIONAL LLC                          
N8287E,1-Jan-21,BE9L,San Angelo Rgnl,Austin-Bergstrom Intl,01:18PM CST,02:08PM CST,0:49,AIRMED INTERNATIONAL LLC                          
N8287E,1-Jan-21,BE9L,Austin-Bergstrom Intl,San Angelo Rgnl,10:49AM CST,11:44AM CST,0:54,AIRMED INTERNATIONAL LLC                          
N8287E,1-Jan-21,BE9L,Austin-Bergstrom Intl,Austin-Bergstrom Intl,10:48AM CST,11:51AM CST ,1:03,AIRMED INTERNATIONAL LLC                          
N8287E,1-Jan-21,BE9L,San Antonio Intl,Austin-Bergstrom Intl,09:42AM CST,10:03AM CST,0:20,AIRMED INTERNATIONAL LLC                          
N8287E,31-Dec-20,BE9L,Del Rio Intl,San Antonio Intl,01:19AM CST,02:14AM CST,0:55,AIRMED INTERNATIONAL LLC                          
N8287E,30-Dec-20,BE9L,San Antonio Intl,Del Rio Intl,09:48PM CST,10:43PM CST,0:54,AIRMED INTERNATIONAL LLC                          
N8287E,30-Dec-20,BE9L,Brownsville Intl,San Antonio Intl,06:43PM CST,07:50PM CST,1:07,AIRMED INTERNATIONAL LLC                          
N8287E,30-Dec-20,BE9L,San Antonio Intl,Brownsville Intl,02:52PM CST,04:08PM CST,1:16,AIRMED INTERNATIONAL LLC                          
N8287E,29-Dec-20,BE9L,Abilene Rgnl,San Antonio Intl,07:44AM CST,08:46AM CST,1:02,AIRMED INTERNATIONAL LLC                          
N8287E,29-Dec-20,BE9L,San Antonio Intl,Abilene Rgnl,04:36AM CST,05:38AM CST,1:01,AIRMED INTERNATIONAL LLC                          
N8287E,28-Dec-20,BE9L,William P Hobby,San Antonio Intl,02:46AM CST,03:48AM CST,1:01,AIRMED INTERNATIONAL LLC                          
N8287E,27-Dec-20,BE9L,Brownsville Intl,William P Hobby,11:36PM CST,01:00AM CST,1:24,AIRMED INTERNATIONAL LLC                          
N8287E,27-Dec-20,BE9L,San Antonio Intl,Brownsville Intl,08:43PM CST,09:51PM CST,1:08,AIRMED INTERNATIONAL LLC                          
N8287E,27-Dec-20,BE9L,Maverick County Memorial Intl,San Antonio Intl,11:07AM CST,11:44AM CST,0:37,AIRMED INTERNATIONAL LLC                          
N8287E,27-Dec-20,BE9L,San Antonio Intl,Maverick County Memorial Intl,08:16AM CST,08:54AM CST,0:38,AIRMED INTERNATIONAL LLC                          
N8287E,23-Dec-20,BE9L,Laredo Intl,San Antonio Intl,03:36PM CST,04:16PM CST,0:40,AIRMED INTERNATIONAL LLC                          
N8287E,23-Dec-20,BE9L,San Antonio Intl,Laredo Intl,01:39PM CST,02:24PM CST,0:45,AIRMED INTERNATIONAL LLC                          
N8287E,22-Dec-20,BE9L,Mc Allen Miller Intl,San Antonio Intl,06:20AM CST,07:18AM CST,0:57,AIRMED INTERNATIONAL LLC                          
N8287E,22-Dec-20,BE9L,San Antonio Intl,Mc Allen Miller Intl,03:36AM CST,04:36AM CST,0:59,AIRMED INTERNATIONAL LLC                          
N8287E,21-Dec-20,BE9L,El Paso Intl,San Antonio Intl,11:01PM MST,01:53AM CST,1:52,AIRMED INTERNATIONAL LLC                          
N8287E,21-Dec-20,BE9L,San Antonio Intl,El Paso Intl,07:57PM CST,08:57PM MST,1:59,AIRMED INTERNATIONAL LLC                          
N8287E,20-Dec-20,BE9L,Brownsville Intl,San Antonio Intl,06:22PM CST,07:38PM CST,1:16,AIRMED INTERNATIONAL LLC                          
N8287E,20-Dec-20,BE9L,San Antonio Intl,Brownsville Intl,03:15PM CST,04:20PM CST,1:04,AIRMED INTERNATIONAL LLC                          
N8287E,16-Dec-20,BE9L,Laredo Intl,San Antonio Intl,10:26PM CST,11:04PM CST,0:38,AIRMED INTERNATIONAL LLC                          
N8287E,16-Dec-20,BE9L,San Antonio Intl,Laredo Intl,08:41PM CST,09:23PM CST,0:42,AIRMED INTERNATIONAL LLC                          
N8287E,15-Dec-20,BE9L,Austin-Bergstrom Intl,San Antonio Intl,06:33PM CST,06:54PM CST,0:20,AIRMED INTERNATIONAL LLC                          
N8287E,15-Dec-20,BE9L,Dallas Love Fld,Austin-Bergstrom Intl,05:05PM CST,05:59PM CST,0:53,AIRMED INTERNATIONAL LLC                          
N8287E,15-Dec-20,BE9L,San Antonio Intl,Dallas Love Fld,03:36PM CST,04:38PM CST,1:02,AIRMED INTERNATIONAL LLC                          
N8287E,13-Dec-20,BE9L,Corpus Christi Intl,San Antonio Intl,11:43PM CST,12:23AM CST,0:39,AIRMED INTERNATIONAL LLC                          
N8287E,13-Dec-20,BE9L,Laredo Intl,Corpus Christi Intl,08:58PM CST,09:35PM CST,0:36,AIRMED INTERNATIONAL LLC                          
N8287E,13-Dec-20,BE9L,San Antonio Intl,Laredo Intl,06:45PM CST,07:29PM CST,0:43,AIRMED INTERNATIONAL LLC                          
N8287E,13-Dec-20,BE9L,Maverick County Memorial Intl,San Antonio Intl,02:43AM CST,03:30AM CST,0:47,AIRMED INTERNATIONAL LLC                          
N8287E,13-Dec-20,BE9L,San Antonio Intl,Maverick County Memorial Intl,12:03AM CST,12:51AM CST,0:47,AIRMED INTERNATIONAL LLC                          
N8287E,12-Dec-20,BE9L,Austin-Bergstrom Intl,San Antonio Intl,04:19PM CST,04:40PM CST,0:21,AIRMED INTERNATIONAL LLC                          
N8287E,12-Dec-20,BE9L,San Antonio Intl,Austin-Bergstrom Intl,03:24PM CST,03:45PM CST,0:20,AIRMED INTERNATIONAL LLC                          
N8287E,12-Dec-20,BE9L,Mc Allen Miller Intl,San Antonio Intl,01:53PM CST,02:49PM CST,0:56,AIRMED INTERNATIONAL LLC                          
N8287E,12-Dec-20,BE9L,San Antonio Intl,Mc Allen Miller Intl,12:02PM CST,01:06PM CST,1:03,AIRMED INTERNATIONAL LLC                          
N8287E,12-Dec-20,BE9L,San Antonio Intl,Austin-Bergstrom Intl,12:02PM CST,,,AIRMED INTERNATIONAL LLC                          
N8287E,12-Dec-20,BE9L,Austin-Bergstrom Intl,San Antonio Intl,03:13AM CST,03:34AM CST,0:20,AIRMED INTERNATIONAL LLC                          
N8287E,12-Dec-20,BE9L,Kerrville Muni,Austin-Bergstrom Intl,01:03AM CST,01:29AM CST,0:26,AIRMED INTERNATIONAL LLC                          
N8287E,11-Dec-20,BE9L,San Antonio Intl,Kerrville Muni,11:23PM CST,11:39PM CST,0:15,AIRMED INTERNATIONAL LLC                          
N8287E,11-Dec-20,BE9L,Maverick County Memorial Intl,San Antonio Intl,11:08AM CST,11:43AM CST,0:35,AIRMED INTERNATIONAL LLC                          
N8287E,11-Dec-20,BE9L,San Antonio Intl,Maverick County Memorial Intl,08:24AM CST,09:07AM CST,0:42,AIRMED INTERNATIONAL LLC                          
N8287E,11-Dec-20,BE9L,El Paso Intl,San Antonio Intl,02:06AM MST,04:55AM CST,1:48,AIRMED INTERNATIONAL LLC                          
N8287E,10-Dec-20,BE9L,San Antonio Intl,El Paso Intl,11:04PM CST,12:19AM MST,2:15,AIRMED INTERNATIONAL LLC                          
N8287E,10-Dec-20,BE9L,Austin-Bergstrom Intl,San Antonio Intl,04:17PM CST,04:43PM CST,0:26,AIRMED INTERNATIONAL LLC                          
N8287E,10-Dec-20,BE9L,San Antonio Intl,Austin-Bergstrom Intl,03:20PM CST,03:45PM CST,0:24,AIRMED INTERNATIONAL LLC                          
N8287E,10-Dec-20,BE9L,Big Spring McMahon-Wrinkle,San Antonio Intl,07:26AM CST,08:30AM CST,1:03,AIRMED INTERNATIONAL LLC                          
N8287E,10-Dec-20,BE9L,San Antonio Intl,Big Spring McMahon-Wrinkle,03:22AM CST,04:29AM CST,1:07,AIRMED INTERNATIONAL LLC                          
N8287E,8-Dec-20,BE9L,William P Hobby,San Antonio Intl,01:19AM CST,02:15AM CST,0:56,AIRMED INTERNATIONAL LLC                          
N8287E,7-Dec-20,BE9L,Brownsville Intl,William P Hobby,10:13PM CST,11:30PM CST,1:17,AIRMED INTERNATIONAL LLC                          
N8287E,7-Dec-20,BE9L,San Antonio Intl,Brownsville Intl,07:31PM CST,08:37PM CST,1:06,AIRMED INTERNATIONAL LLC                          
N8287E,30-Nov-20,BE9L,Mc Allen Miller Intl,San Antonio Intl,04:00AM CST,05:02AM CST,1:01,AIRMED INTERNATIONAL LLC                          
N8287E,30-Nov-20,BE9L,San Antonio Intl,Mc Allen Miller Intl,01:32AM CST,02:27AM CST,0:54,AIRMED INTERNATIONAL LLC                          
N8287E,28-Nov-20,BE9L,San Angelo Rgnl,San Antonio Intl,08:56PM CST,09:48PM CST,0:51,AIRMED INTERNATIONAL LLC                          
N8287E,28-Nov-20,BE9L,San Antonio Intl,San Angelo Rgnl,05:26PM CST,06:22PM CST,0:55,AIRMED INTERNATIONAL LLC                          
N8287E,28-Nov-20,BE9L,San Antonio Intl,San Antonio Intl,01:29AM CST,02:32AM CST,1:03,AIRMED INTERNATIONAL LLC                          
N8287E,28-Nov-20,BE9L,San Antonio Intl,Mc Allen Miller Intl,01:29AM CST,,,AIRMED INTERNATIONAL LLC                          
N8287E,27-Nov-20,BE9L,Brownsville Intl,San Antonio Intl,03:57PM CST,05:05PM CST,1:08,AIRMED INTERNATIONAL LLC                          
N8287E,27-Nov-20,BE9L,San Antonio Intl,Brownsville Intl,12:31PM CST,01:46PM CST,1:15,AIRMED INTERNATIONAL LLC                          
N8287E,27-Nov-20,BE9L,Dimmit County,San Antonio Intl,02:57AM CST,03:23AM CST,0:25,AIRMED INTERNATIONAL LLC                          
N8287E,27-Nov-20,BE9L,San Antonio Intl,Dimmit County,01:13AM CST,01:50AM CST,0:36,AIRMED INTERNATIONAL LLC                          
N8287E,25-Nov-20,BE9L,William P Hobby,San Antonio Intl,08:38AM CST,09:35AM CST,0:56,AIRMED INTERNATIONAL LLC                          
N8287E,25-Nov-20,BE9L,San Antonio Intl,William P Hobby,07:19AM CST,08:11AM CST,0:51,AIRMED INTERNATIONAL LLC                          
N8287E,20-Nov-20,BE9L,Corpus Christi Intl,San Antonio Intl,12:28AM CST,01:06AM CST,0:38,AIRMED INTERNATIONAL LLC                          
N8287E,19-Nov-20,BE9L,San Antonio Intl,Corpus Christi Intl,08:25PM CST,09:05PM CST,0:40,AIRMED INTERNATIONAL LLC                          
N8287E,19-Nov-20,BE9L,Maverick County Memorial Intl,San Antonio Intl,01:52PM CST,02:28PM CST,0:35,AIRMED INTERNATIONAL LLC                          
N8287E,19-Nov-20,BE9L,San Antonio Intl,Maverick County Memorial Intl,11:24AM CST,12:06PM CST,0:41,AIRMED INTERNATIONAL LLC                          
N8287E,19-Nov-20,BE9L,San Antonio Intl,San Antonio Intl,05:30AM CST,05:34AM CST,0:04,AIRMED INTERNATIONAL LLC                          
N8287E,19-Nov-20,BE9L,San Antonio Intl,Austin-Bergstrom Intl,05:30AM CST,,,AIRMED INTERNATIONAL LLC                          
N8287E,19-Nov-20,BE9L,Mc Allen Miller Intl,Castroville Muni,04:10AM CST,05:20AM CST,1:09,AIRMED INTERNATIONAL LLC                          
N8287E,19-Nov-20,BE9L,Mc Allen Miller Intl,San Antonio Intl,04:10AM CST,,,AIRMED INTERNATIONAL LLC                          
N8287E,18-Nov-20,BE9L,San Antonio Intl,Mc Allen Miller Intl,10:34PM CST,11:36PM CST,1:01,AIRMED INTERNATIONAL LLC                          
N8287E,18-Nov-20,BE9L,Mc Allen Miller Intl,San Antonio Intl,05:44PM CST,06:51PM CST,1:06,AIRMED INTERNATIONAL LLC                          
N8287E,18-Nov-20,BE9L,San Antonio Intl,Mc Allen Miller Intl,02:10PM CST,03:16PM CST,1:05,AIRMED INTERNATIONAL LLC                          
N8287E,18-Nov-20,BE9L,Mc Allen Miller Intl,San Antonio Intl,10:27AM CST,11:33AM CST,1:06,AIRMED INTERNATIONAL LLC                          
N8287E,18-Nov-20,BE9L,Austin-Bergstrom Intl,Mc Allen Miller Intl,07:59AM CST,09:19AM CST,1:20,AIRMED INTERNATIONAL LLC                          
N8287E,18-Nov-20,BE9L,San Antonio Intl,Austin-Bergstrom Intl,06:47AM CST,07:10AM CST,0:23,AIRMED INTERNATIONAL LLC                          
N8287E,17-Nov-20,BE9L,Mc Allen Miller Intl,San Antonio Intl,09:41AM CST,10:48AM CST,1:06,AIRMED INTERNATIONAL LLC                          
N8287E,17-Nov-20,BE9L,San Antonio Intl,Mc Allen Miller Intl,07:27AM CST,08:26AM CST,0:59,AIRMED INTERNATIONAL LLC                          
N8287E,17-Nov-20,BE9L,Big Spring McMahon-Wrinkle,San Antonio Intl,02:59AM CST,04:05AM CST,1:05,AIRMED INTERNATIONAL LLC                          
N8287E,16-Nov-20,BE9L,San Antonio Intl,Big Spring McMahon-Wrinkle,10:41PM CST,11:53PM CST,1:11,AIRMED INTERNATIONAL LLC                          
N8287E,16-Nov-20,BE9L,San Angelo Rgnl,San Antonio Intl,08:42PM CST,09:26PM CST,0:44,AIRMED INTERNATIONAL LLC                          
N8287E,16-Nov-20,BE9L,San Antonio Intl,San Angelo Rgnl,05:24PM CST,06:17PM CST,0:52,AIRMED INTERNATIONAL LLC                          
N8287E,16-Nov-20,BE9L,Laredo Intl,San Antonio Intl,01:55PM CST,02:35PM CST,0:39,AIRMED INTERNATIONAL LLC                          
N8287E,16-Nov-20,BE9L,San Antonio Intl,Laredo Intl,11:31AM CST,12:14PM CST,0:43,AIRMED INTERNATIONAL LLC                          
N8287E,16-Nov-20,BE9L,Mc Allen Miller Intl,San Antonio Intl,09:15AM CST,10:21AM CST,1:06,AIRMED INTERNATIONAL LLC                          
N8287E,16-Nov-20,BE9L,San Antonio Intl,Mc Allen Miller Intl,07:18AM CST,08:18AM CST,1:00,AIRMED INTERNATIONAL LLC                          
N8287E,15-Nov-20,BE9L,San Angelo Rgnl,San Antonio Intl,03:07PM CST,03:49PM CST,0:42,AIRMED INTERNATIONAL LLC                          
N8287E,15-Nov-20,BE9L,San Antonio Intl,San Angelo Rgnl,12:36PM CST,01:28PM CST,0:51,AIRMED INTERNATIONAL LLC                          
N8287E,15-Nov-20,BE9L,Del Rio Intl,San Antonio Intl,09:15AM CST,09:51AM CST,0:36,AIRMED INTERNATIONAL LLC                          
N8287E,15-Nov-20,BE9L,San Antonio Intl,Del Rio Intl,07:32AM CST,08:11AM CST,0:38,AIRMED INTERNATIONAL LLC                          
N8287E,14-Nov-20,BE9L,Austin-Bergstrom Intl,San Antonio Intl,02:25AM CST,02:53AM CST,0:27,AIRMED INTERNATIONAL LLC                          
N8287E,13-Nov-20,BE9L,Gillespie County,Austin-Bergstrom Intl,11:55PM CST,12:25AM CST,0:29,AIRMED INTERNATIONAL LLC                          
N8287E,13-Nov-20,BE9L,San Antonio Intl,Gillespie County,10:41PM CST,11:03PM CST,0:21,AIRMED INTERNATIONAL LLC                          
N8287E,12-Nov-20,BE9L,Laredo Intl,San Antonio Intl,11:03PM CST,11:45PM CST,0:41,AIRMED INTERNATIONAL LLC                          
N8287E,12-Nov-20,BE9L,San Antonio Intl,Laredo Intl,09:17PM CST,09:58PM CST,0:41,AIRMED INTERNATIONAL LLC                          
N8287E,12-Nov-20,BE9L,Sugar Land Rgnl,San Antonio Intl,02:40PM CST,03:32PM CST,0:52,AIRMED INTERNATIONAL LLC                          
N8287E,12-Nov-20,BE9L,San Antonio Intl,Sugar Land Rgnl,10:27AM CST,11:16AM CST,0:48,AIRMED INTERNATIONAL LLC                          
N8287E,11-Nov-20,BE9L,El Paso Intl,San Antonio Intl,01:12AM MST,03:56AM CST,1:44,AIRMED INTERNATIONAL LLC                          
N8287E,10-Nov-20,BE9L,San Antonio Intl,El Paso Intl,09:54PM CST,11:06PM MST,2:11,AIRMED INTERNATIONAL LLC                          
N8287E,10-Nov-20,BE9L,Maverick County Memorial Intl,San Antonio Intl,02:30PM CST,03:10PM CST,0:40,AIRMED INTERNATIONAL LLC                          
N8287E,10-Nov-20,BE9L,San Antonio Intl,Maverick County Memorial Intl,11:08AM CST,11:47AM CST,0:39,AIRMED INTERNATIONAL LLC                          
N8287E,7-Nov-20,BE9L,William P Hobby,San Antonio Intl,07:54AM CST,08:47AM CST,0:52,AIRMED INTERNATIONAL LLC                          
N8287E,7-Nov-20,BE9L,Odessa-Schlemeyer Fld,William P Hobby,05:11AM CST,06:56AM CST,1:44,AIRMED INTERNATIONAL LLC                          
N8287E,7-Nov-20,BE9L,San Antonio Intl,Odessa-Schlemeyer Fld,02:50AM CST,04:05AM CST,1:15,AIRMED INTERNATIONAL LLC                          
N8287E,6-Nov-20,BE9L,Dimmit County,San Antonio Intl,09:40PM CST,10:09PM CST,0:29,AIRMED INTERNATIONAL LLC                          
N8287E,6-Nov-20,BE9L,San Antonio Intl,Dimmit County,07:49PM CST,08:20PM CST,0:30,AIRMED INTERNATIONAL LLC                          
N8287E,5-Nov-20,BE9L,Kerrville Muni,San Antonio Intl,11:58AM CST,12:19PM CST,0:21,AIRMED INTERNATIONAL LLC                          
N8287E,5-Nov-20,BE9L,San Antonio Intl,Kerrville Muni,11:08AM CST,11:56AM CST,0:47,AIRMED INTERNATIONAL LLC                          
N489AM,12-Feb-21,BE40,San Antonio Intl,Valley Intl,03:07PM CST,03:23PM CST,0:15,AIRMED INTERNATIONAL LLC                          
N489AM,9-Feb-21,BE40,Rochester Intl,San Antonio Intl,03:11PM CST,05:51PM CST,2:39,AIRMED INTERNATIONAL LLC                          
N489AM,9-Feb-21,BE40,Tyler Pounds Rgnl,Rochester Intl,11:47AM CST,01:40PM CST,1:52,AIRMED INTERNATIONAL LLC                          
N489AM,9-Feb-21,BE40,San Antonio Intl,Tyler Pounds Rgnl,09:35AM CST,10:33AM CST,0:57,AIRMED INTERNATIONAL LLC                          
N489AM,5-Feb-21,BE40,San Angelo Rgnl,San Antonio Intl,01:01PM CST,01:32PM CST,0:30,AIRMED INTERNATIONAL LLC                          
N489AM,5-Feb-21,BE40,Austin-Bergstrom Intl,San Angelo Rgnl,10:57AM CST,11:38AM CST,0:40,AIRMED INTERNATIONAL LLC                          
N489AM,5-Feb-21,BE40,San Angelo Rgnl,Austin-Bergstrom Intl,09:25AM CST,10:01AM CST,0:36,AIRMED INTERNATIONAL LLC                          
N489AM,5-Feb-21,BE40,San Antonio Intl,San Angelo Rgnl,07:08AM CST,07:43AM CST,0:34,AIRMED INTERNATIONAL LLC                          
N489AM,3-Feb-21,BE40,Muskogee-Davis Rgnl,San Antonio Intl,01:53PM CST,03:00PM CST,1:06,AIRMED INTERNATIONAL LLC                          
N489AM,3-Feb-21,BE40,San Antonio Intl,Muskogee-Davis Rgnl,10:34AM CST,11:48AM CST,1:14,AIRMED INTERNATIONAL LLC                          
N489AM,3-Feb-21,BE40,San Antonio Intl,Okmulgee Rgnl,10:34AM CST,,,AIRMED INTERNATIONAL LLC                          
N489AM,2-Feb-21,BE40,William P Hobby,San Antonio Intl,07:26PM CST,08:07PM CST,0:40,AIRMED INTERNATIONAL LLC                          
N489AM,2-Feb-21,BE40,Jackson-Medgar Wiley Evers Intl,William P Hobby,05:33PM CST,06:29PM CST,0:56,AIRMED INTERNATIONAL LLC                          
N489AM,2-Feb-21,BE40,William P Hobby,Jackson-Medgar Wiley Evers Intl,02:20PM CST,03:17PM CST,0:56,AIRMED INTERNATIONAL LLC                          
N489AM,2-Feb-21,BE40,San Antonio Intl,William P Hobby,12:46PM CST,01:17PM CST,0:30,AIRMED INTERNATIONAL LLC                          
N489AM,2-Feb-21,BE40,Metro Oakland Intl,San Antonio Intl,07:04AM PST,11:50AM CST,2:45,AIRMED INTERNATIONAL LLC                          
N489AM,1-Feb-21,BE40,Cabo San Lucas Int'l,Metro Oakland Intl,11:18AM MST,01:18PM PST,3:00,AIRMED INTERNATIONAL LLC                          
N489AM,1-Feb-21,BE40,San Antonio Intl,Cabo San Lucas Int'l,07:49AM CST,08:51AM MST,2:01,AIRMED INTERNATIONAL LLC                          
N489AM,26-Jan-21,BE40,Austin Exec,San Antonio Intl,06:09AM CST,06:30AM CST,0:21,AIRMED INTERNATIONAL LLC                          
N489AM,26-Jan-21,BE40,Dallas Love Fld,Austin Exec,05:10AM CST,05:44AM CST,0:34,AIRMED INTERNATIONAL LLC                          
N489AM,26-Jan-21,BE40,Austin Exec,Dallas Love Fld,12:19AM CST,12:48AM CST,0:29,AIRMED INTERNATIONAL LLC                          
N489AM,25-Jan-21,BE40,Austin-Bergstrom Intl,Dallas Love Fld,11:38PM CST,11:49PM CST,0:10,AIRMED INTERNATIONAL LLC                          
N489AM,25-Jan-21,BE40,San Antonio Intl,Austin-Bergstrom Intl,09:55PM CST,10:12PM CST,0:16,AIRMED INTERNATIONAL LLC                          
