,tail_number,ICAO_code_origin,ICAO_code_destination,Path,index,PathFreq
7890,N911WN,KSTK,KGXY,KSTKKGXY,KSTKKGXY,2
7891,N911WN,KBFF,KSTK,KBFFKSTK,KBFFKSTK,2
7892,N911WN,KFNL,KBFF,KFNLKBFF,KFNLKBFF,17
7893,N911WN,KBFF,KFNL,KBFFKFNL,KBFFKFNL,9
7894,N911WN,KAPA,KBFF,KAPAKBFF,KAPAKBFF,30
7895,N911WN,KAIA,KAPA,KAIAKAPA,KAIAKAPA,8
7896,N911WN,KFET,KAIA,KFETKAIA,KFETKAIA,1
7897,N911WN,KLBF,KBFF,KLBFKBFF,KLBFKBFF,4
7898,N911WN,KBFF,KLBF,KBFFKLBF,KBFFKLBF,3
7899,N911WN,KEAR,KBFF,KEARKBFF,KEARKBFF,3
7900,N911WN,KCDR,KEAR,KCDRKEAR,KCDRKEAR,1
7901,N911WN,KBFF,KCDR,KBFFKCDR,KBFFKCDR,2
7902,N911WN,KFNL,KBFF,KFNLKBFF,KFNLKBFF,17
7903,N911WN,KBFF,KFNL,KBFFKFNL,KBFFKFNL,9
7904,N911WN,KCPR,KBFF,KCPRKBFF,KCPRKBFF,7
7905,N911WN,KGCC,KCPR,KGCCKCPR,KGCCKCPR,2
7906,N911WN,KBFF,KGCC,KBFFKGCC,KBFFKGCC,1
7907,N911WN,KFNL,KBFF,KFNLKBFF,KFNLKBFF,17
7908,N911WN,KIBM,KFNL,KIBMKFNL,KIBMKFNL,3
7909,N911WN,KBFF,KIBM,KBFFKIBM,KBFFKIBM,4
7910,N911WN,KAPA,KBFF,KAPAKBFF,KAPAKBFF,30
7911,N911WN,KBFF,KAPA,KBFFKAPA,KBFFKAPA,19
7912,N911WN,KGXY,KBFF,KGXYKBFF,KGXYKBFF,6
7913,N911WN,KBFF,KGXY,KBFFKGXY,KBFFKGXY,4
7914,N911WN,KCPR,KBFF,KCPRKBFF,KCPRKBFF,7
7915,N911WN,KBFF,KCPR,KBFFKCPR,KBFFKCPR,3
7916,N911WN,KFNL,KBFF,KFNLKBFF,KFNLKBFF,17
7917,N911WN,KBFF,KFNL,KBFFKFNL,KBFFKFNL,9
7918,N911WN,KFNL,KBFF,KFNLKBFF,KFNLKBFF,17
7919,N911WN,KIBM,KFNL,KIBMKFNL,KIBMKFNL,3
7920,N911WN,KBFF,KIBM,KBFFKIBM,KBFFKIBM,4
7921,N911WN,KAPA,KBFF,KAPAKBFF,KAPAKBFF,30
7922,N911WN,KBFF,KAPA,KBFFKAPA,KBFFKAPA,19
7923,N911WN,KCPR,KBFF,KCPRKBFF,KCPRKBFF,7
7924,N911WN,KEAN,KCPR,KEANKCPR,KEANKCPR,1
7925,N911WN,KBFF,KEAN,KBFFKEAN,KBFFKEAN,1
7926,N911WN,KBJC,KBFF,KBJCKBFF,KBJCKBFF,1
7927,N911WN,KAIA,KBJC,KAIAKBJC,KAIAKBJC,1
7928,N911WN,KBFF,KAIA,KBFFKAIA,KBFFKAIA,10
7929,N911WN,KRAP,KBFF,KRAPKBFF,KRAPKBFF,6
7930,N911WN,KGRN,KRAP,KGRNKRAP,KGRNKRAP,5
7931,N911WN,KBFF,KGRN,KBFFKGRN,KBFFKGRN,6
7932,N911WN,KCPR,KBFF,KCPRKBFF,KCPRKBFF,7
7933,N911WN,KBFF,KCPR,KBFFKCPR,KBFFKCPR,3
7934,N911WN,KLBF,KBFF,KLBFKBFF,KLBFKBFF,4
7935,N911WN,KBFF,KLBF,KBFFKLBF,KBFFKLBF,3
7936,N911WN,KFNL,KBFF,KFNLKBFF,KFNLKBFF,17
7937,N911WN,KAIA,KFNL,KAIAKFNL,KAIAKFNL,3
7938,N911WN,KBFF,KAIA,KBFFKAIA,KBFFKAIA,10
7939,N911WN,KCPR,KBFF,KCPRKBFF,KCPRKBFF,7
7940,N911WN,KBFF,KCPR,KBFFKCPR,KBFFKCPR,3
7941,N911WN,KGXY,KBFF,KGXYKBFF,KGXYKBFF,6
7942,N911WN,KBFF,KGXY,KBFFKGXY,KBFFKGXY,4
7943,N911WN,KRAP,KBFF,KRAPKBFF,KRAPKBFF,6
7944,N911WN,KGRN,KRAP,KGRNKRAP,KGRNKRAP,5
7945,N911WN,KBFF,KGRN,KBFFKGRN,KBFFKGRN,6
7946,N911WN,KRAP,KBFF,KRAPKBFF,KRAPKBFF,6
7947,N911WN,KCDR,KRAP,KCDRKRAP,KCDRKRAP,1
7948,N911WN,KBFF,KCDR,KBFFKCDR,KBFFKCDR,2
7949,N911WN,KEAR,KBFF,KEARKBFF,KEARKBFF,3
7950,N911WN,KBFF,KEAR,KBFFKEAR,KBFFKEAR,1
7951,N911WN,KLBF,KBFF,KLBFKBFF,KLBFKBFF,4
7952,N911WN,KIBM,KLBF,KIBMKLBF,KIBMKLBF,1
7953,N911WN,KBFF,KIBM,KBFFKIBM,KBFFKIBM,4
7954,N911WN,KFNL,KBFF,KFNLKBFF,KFNLKBFF,17
7955,N911WN,KBFF,KFNL,KBFFKFNL,KBFFKFNL,9
7956,N911WN,KLNK,KBFF,KLNKKBFF,KLNKKBFF,1
7957,N911WN,KGRN,KLNK,KGRNKLNK,KGRNKLNK,1
7958,N911WN,KBFF,KGRN,KBFFKGRN,KBFFKGRN,6
7959,N911WN,KFNL,KBFF,KFNLKBFF,KFNLKBFF,17
7960,N911WN,KOGA,KFNL,KOGAKFNL,KOGAKFNL,1
7961,N911WN,KBFF,KOGA,KBFFKOGA,KBFFKOGA,5
7962,N911WN,KAPA,KBFF,KAPAKBFF,KAPAKBFF,30
7963,N911WN,KBFF,KAPA,KBFFKAPA,KBFFKAPA,19
7964,N911WN,KEAR,KBFF,KEARKBFF,KEARKBFF,3
7965,N911WN,KAIA,KEAR,KAIAKEAR,KAIAKEAR,1
7966,N911WN,KBFF,KAIA,KBFFKAIA,KBFFKAIA,10
7967,N911WN,KBFF,KAIA,KBFFKAIA,KBFFKAIA,10
7968,N911WN,KFNL,KBFF,KFNLKBFF,KFNLKBFF,17
7969,N911WN,KBFF,KFNL,KBFFKFNL,KBFFKFNL,9
7970,N911WN,KCPR,KBFF,KCPRKBFF,KCPRKBFF,7
7971,N911WN,KTOR,KCPR,KTORKCPR,KTORKCPR,1
7972,N911WN,KBFF,KTOR,KBFFKTOR,KBFFKTOR,5
7973,N12531,U42,KOGD,U42KOGD,U42KOGD,1
7974,N12531,U42,U42,U42U42,U42U42,1
7975,N12531,KBDG,U42,KBDGU42,KBDGU42,1
7976,N203DH,DLG / PADL,PANC,DLG / PADLPANC,DLG / PADLPANC,9
7977,N203DH,PANC,DLG / PADL,PANCDLG / PADL,PANCDLG / PADL,9
7978,N203DH,PANC,PANC,PANCPANC,PANCPANC,7
7979,N203DH,PANC,HNH / PAOH,PANCHNH / PAOH,PANCHNH / PAOH,1
7980,N203DH,PBV / PAPB,PANC,PBV / PAPBPANC,PBV / PAPBPANC,1
7981,N203DH,DLG / PADL,PBV / PAPB,DLG / PADLPBV / PAPB,DLG / PADLPBV / PAPB,1
7982,N203DH,PANC,DLG / PADL,PANCDLG / PADL,PANCDLG / PADL,9
7983,N203DH,PAEN,LHD / PALH,PAENLHD / PALH,PAENLHD / PALH,1
7984,N203DH,LHD / PALH,ENA / PAEN,LHD / PALHENA / PAEN,LHD / PALHENA / PAEN,4
7985,N203DH,ILI / PAIL,PANC,ILI / PAILPANC,ILI / PAILPANC,2
7986,N203DH,PANC,9K2 / PFKK,PANC9K2 / PFKK,PANC9K2 / PFKK,2
7987,N203DH,LHD / PALH,LHD / PALH,LHD / PALHLHD / PALH,LHD / PALHLHD / PALH,2
7988,N203DH,PANC,PANC,PANCPANC,PANCPANC,7
7989,N203DH,PANC,SXQ / PASX,PANCSXQ / PASX,PANCSXQ / PASX,2
7990,N203DH,9K2 / PFKK,PANC,9K2 / PFKKPANC,9K2 / PFKKPANC,1
7991,N203DH,PANC,9K2 / PFKK,PANC9K2 / PFKK,PANC9K2 / PFKK,2
7992,N203DH,LHD / PALH,LHD / PALH,LHD / PALHLHD / PALH,LHD / PALHLHD / PALH,2
7993,N203DH,ILI / PAIL,PANC,ILI / PAILPANC,ILI / PAILPANC,2
7994,N203DH,PANC,ILI / PAIL,PANCILI / PAIL,PANCILI / PAIL,3
7995,N203DH,9AK5,LHD / PALH,9AK5LHD / PALH,9AK5LHD / PALH,1
7996,N203DH,SIT / PASI,PANC,SIT / PASIPANC,SIT / PASIPANC,9
7997,N203DH,KTN / PAKT,SIT / PASI,KTN / PAKTSIT / PASI,KTN / PAKTSIT / PASI,7
7998,N203DH,PAKW,KTN / PAKT,PAKWKTN / PAKT,PAKWKTN / PAKT,6
7999,N203DH,SIT / PASI,PAKW,SIT / PASIPAKW,SIT / PASIPAKW,4
8000,N203DH,PANC,SIT / PASI,PANCSIT / PASI,PANCSIT / PASI,6
8001,N203DH,JNU / PAJN,PANC,JNU / PAJNPANC,JNU / PAJNPANC,4
8002,N203DH,SIT / PASI,JNU / PAJN,SIT / PASIJNU / PAJN,SIT / PASIJNU / PAJN,4
8003,N203DH,PAKW,SIT / PASI,PAKWSIT / PASI,PAKWSIT / PASI,3
8004,N203DH,SIT / PASI,PAKW,SIT / PASIPAKW,SIT / PASIPAKW,4
8005,N203DH,KTN / PAKT,SIT / PASI,KTN / PAKTSIT / PASI,KTN / PAKTSIT / PASI,7
8006,N203DH,PAKW,KTN / PAKT,PAKWKTN / PAKT,PAKWKTN / PAKT,6
8007,N203DH,SIT / PASI,PAKW,SIT / PASIPAKW,SIT / PASIPAKW,4
8008,N203DH,KBLI,SIT / PASI,KBLISIT / PASI,KBLISIT / PASI,1
8009,N203DH,HNS / PAHN,KBLI,HNS / PAHNKBLI,HNS / PAHNKBLI,1
8010,N203DH,SIT / PASI,JNU / PAJN,SIT / PASIJNU / PAJN,SIT / PASIJNU / PAJN,4
8011,N203DH,PANC,SIT / PASI,PANCSIT / PASI,PANCSIT / PASI,6
8012,N203DH,SIT / PASI,PANC,SIT / PASIPANC,SIT / PASIPANC,9
8013,N203DH,HNH / PAOH,SIT / PASI,HNH / PAOHSIT / PASI,HNH / PAOHSIT / PASI,1
8014,N203DH,SIT / PASI,GST / PAGS,SIT / PASIGST / PAGS,SIT / PASIGST / PAGS,2
8015,N203DH,GST / PAGS,SIT / PASI,GST / PAGSSIT / PASI,GST / PAGSSIT / PASI,1
8016,N203DH,SIT / PASI,GST / PAGS,SIT / PASIGST / PAGS,SIT / PASIGST / PAGS,2
8017,N203DH,PAFE,SIT / PASI,PAFESIT / PASI,PAFESIT / PASI,1
8018,N203DH,SIT / PASI,PAFE,SIT / PASIPAFE,SIT / PASIPAFE,1
8019,N203DH,PANC,SIT / PASI,PANCSIT / PASI,PANCSIT / PASI,6
8020,N203DH,SIT / PASI,PANC,SIT / PASIPANC,SIT / PASIPANC,9
8021,N203DH,HNS / PAHN,SIT / PASI,HNS / PAHNSIT / PASI,HNS / PAHNSIT / PASI,1
8022,N203DH,SIT / PASI,JNU / PAJN,SIT / PASIJNU / PAJN,SIT / PASIJNU / PAJN,4
8023,N203DH,PANC,SIT / PASI,PANCSIT / PASI,PANCSIT / PASI,6
8024,N203DH,PASI,LHD / PALH,PASILHD / PALH,PASILHD / PALH,1
8025,N203DH,PAKW,SIT / PASI,PAKWSIT / PASI,PAKWSIT / PASI,3
8026,N203DH,SIT / PASI,PAKW,SIT / PASIPAKW,SIT / PASIPAKW,4
8027,N203DH,PANC,SIT / PASI,PANCSIT / PASI,PANCSIT / PASI,6
8028,N203DH,ENA / PAEN,LHD / PALH,ENA / PAENLHD / PALH,ENA / PAENLHD / PALH,2
8029,N203DH,A11,ENA / PAEN,A11ENA / PAEN,A11ENA / PAEN,1
8030,N203DH,4K0,LHD / PALH,4K0LHD / PALH,4K0LHD / PALH,1
8031,N203DH,PANC,ILI / PAIL,PANCILI / PAIL,PANCILI / PAIL,3
8032,N203DH,ENA / PAEN,PANC,ENA / PAENPANC,ENA / PAENPANC,3
8033,N203DH,PANC,ENA / PAEN,PANCENA / PAEN,PANCENA / PAEN,3
8034,N203DH,PANC,PANC,PANCPANC,PANCPANC,7
8035,N203DH,PANC,ILI / PAIL,PANCILI / PAIL,PANCILI / PAIL,3
8036,N203DH,HOM / PAHO,PANC,HOM / PAHOPANC,HOM / PAHOPANC,2
8037,N203DH,PANC,HOM / PAHO,PANCHOM / PAHO,PANCHOM / PAHO,2
8038,N203DH,5NN / PANO,PANC,5NN / PANOPANC,5NN / PANOPANC,3
8039,N203DH,PANC,5NN / PANO,PANC5NN / PANO,PANC5NN / PANO,3
8040,N203DH,SXQ / PASX,PANC,SXQ / PASXPANC,SXQ / PASXPANC,1
8041,N203DH,LHD / PALH,SXQ / PASX,LHD / PALHSXQ / PASX,LHD / PALHSXQ / PASX,1
8042,N203DH,PAKN,PANC,PAKNPANC,PAKNPANC,1
8043,N203DH,PANC,PAKN,PANCPAKN,PANCPAKN,1
8044,N203DH,GKN / PAGK,PANC,GKN / PAGKPANC,GKN / PAGKPANC,2
8045,N203DH,PANC,GKN / PAGK,PANCGKN / PAGK,PANCGKN / PAGK,1
8046,N203DH,JNU / PAJN,PANC,JNU / PAJNPANC,JNU / PAJNPANC,4
8047,N203DH,PANC,JNU / PAJN,PANCJNU / PAJN,PANCJNU / PAJN,5
8048,N203DH,TKA / PATK,PANC,TKA / PATKPANC,TKA / PATKPANC,1
8049,N203DH,PANC,TKA / PATK,PANCTKA / PATK,PANCTKA / PATK,1
8050,N336LA,KHIO,KOTH,KHIOKOTH,KHIOKOTH,26
8051,N336LA,KOTH,KHIO,KOTHKHIO,KOTHKHIO,17
8052,N336LA,KPDX,KOTH,KPDXKOTH,KPDXKOTH,3
8053,N336LA,KOTH,KPDX,KOTHKPDX,KOTHKPDX,2
8054,N336LA,KMCC,KOTH,KMCCKOTH,KMCCKOTH,2
8055,N336LA,KRDD,KMCC,KRDDKMCC,KRDDKMCC,23
8056,N336LA,KOTH,KRDD,KOTHKRDD,KOTHKRDD,3
8057,N336LA,KHIO,KOTH,KHIOKOTH,KHIOKOTH,26
8058,N336LA,KOTH,KHIO,KOTHKHIO,KOTHKHIO,17
8059,N336LA,KEUG,KOTH,KEUGKOTH,KEUGKOTH,15
8060,N336LA,S05,KEUG,S05KEUG,S05KEUG,2
8061,N336LA,KOTH,S05,KOTHS05,KOTHS05,3
8062,N336LA,KHIO,KOTH,KHIOKOTH,KHIOKOTH,26
8063,N336LA,3S8,KHIO,3S8KHIO,3S8KHIO,4
8064,N336LA,KOTH,3S8,KOTH3S8,KOTH3S8,5
8065,N336LA,KCEC,KOTH,KCECKOTH,KCECKOTH,10
8066,N336LA,KACV,KCEC,KACVKCEC,KACVKCEC,23
8067,N336LA,KCEC,KACV,KCECKACV,KCECKACV,28
8068,N336LA,KCVO,KCEC,KCVOKCEC,KCVOKCEC,3
8069,N336LA,KCEC,KCVO,KCECKCVO,KCECKCVO,2
8070,N336LA,KACV,KCEC,KACVKCEC,KACVKCEC,23
8071,N336LA,KCEC,KACV,KCECKACV,KCECKACV,28
8072,N336LA,KACV,KCEC,KACVKCEC,KACVKCEC,23
8073,N336LA,KSFO,KACV,KSFOKACV,KSFOKACV,8
8074,N336LA,KACV,KSFO,KACVKSFO,KACVKSFO,22
8075,N336LA,KCEC,KACV,KCECKACV,KCECKACV,28
8076,N336LA,KMFR,KCEC,KMFRKCEC,KMFRKCEC,35
8077,N336LA,KBOK,KMFR,KBOKKMFR,KBOKKMFR,6
8078,N336LA,KBOK,KBOK,KBOKKBOK,KBOKKBOK,3
8079,N336LA,KBOK,KMFR,KBOKKMFR,KBOKKMFR,6
8080,N336LA,KACV,KCEC,KACVKCEC,KACVKCEC,23
8081,N336LA,KCEC,KACV,KCECKACV,KCECKACV,28
8082,N336LA,KACV,KCEC,KACVKCEC,KACVKCEC,23
8083,N336LA,KSFO,KACV,KSFOKACV,KSFOKACV,8
8084,N336LA,KACV,KSFO,KACVKSFO,KACVKSFO,22
8085,N336LA,KCEC,KACV,KCECKACV,KCECKACV,28
8086,N336LA,KMFR,KCEC,KMFRKCEC,KMFRKCEC,35
8087,N336LA,KCEC,KMFR,KCECKMFR,KCECKMFR,27
8088,N336LA,KCVO,KCEC,KCVOKCEC,KCVOKCEC,3
8089,N336LA,KCEC,KCVO,KCECKCVO,KCECKCVO,2
8090,N336LA,KRDD,KCEC,KRDDKCEC,KRDDKCEC,13
8091,N336LA,KCEC,KRDD,KCECKRDD,KCECKRDD,10
8092,N336LA,KMFR,KCEC,KMFRKCEC,KMFRKCEC,35
8093,N336LA,KCEC,KMFR,KCECKMFR,KCECKMFR,27
8094,N336LA,KACV,KCEC,KACVKCEC,KACVKCEC,23
8095,N336LA,KSTS,KACV,KSTSKACV,KSTSKACV,5
8096,N336LA,KACV,KSTS,KACVKSTS,KACVKSTS,7
8097,N336LA,KCEC,KACV,KCECKACV,KCECKACV,28
8098,N336LA,KMFR,KCEC,KMFRKCEC,KMFRKCEC,35
8099,N336LA,KOTH,KMFR,KOTHKMFR,KOTHKMFR,5
8100,N336LA,KHIO,KOTH,KHIOKOTH,KHIOKOTH,26
8101,N336LA,KRBG,KHIO,KRBGKHIO,KRBGKHIO,3
8102,N336LA,KOTH,95OR,KOTH95OR,KOTH95OR,1
8103,N336LA,KHIO,KOTH,KHIOKOTH,KHIOKOTH,26
8104,N336LA,KOTH,KHIO,KOTHKHIO,KOTHKHIO,17
8105,N336LA,KBDN,KOTH,KBDNKOTH,KBDNKOTH,2
8106,N336LA,S05,KBDN,S05KBDN,S05KBDN,1
8107,N336LA,KOTH,S05,KOTHS05,KOTHS05,3
8108,N336LA,KHIO,KOTH,KHIOKOTH,KHIOKOTH,26
8109,N336LA,KEUG,KHIO,KEUGKHIO,KEUGKHIO,2
8110,N336LA,KOTH,KEUG,KOTHKEUG,KOTHKEUG,9
8111,N336LA,KPDX,KOTH,KPDXKOTH,KPDXKOTH,3
8112,N336LA,KOTH,KPDX,KOTHKPDX,KOTHKPDX,2
8113,N336LA,KHIO,KOTH,KHIOKOTH,KHIOKOTH,26
8114,N336LA,KOTH,KHIO,KOTHKHIO,KOTHKHIO,17
8115,N336LA,KEUG,KOTH,KEUGKOTH,KEUGKOTH,15
8116,N336LA,4S1,KEUG,4S1KEUG,4S1KEUG,2
8117,N336LA,KOTH,4S1,KOTH4S1,KOTH4S1,1
8118,N336LA,KCEC,KOTH,KCECKOTH,KCECKOTH,10
8119,N336LA,BOK,KCEC,BOKKCEC,BOKKCEC,1
8120,N336LA,KHIO,KBOK,KHIOKBOK,KHIOKBOK,1
8121,N336LA,KBOK,KHIO,KBOKKHIO,KBOKKHIO,2
8122,N336LA,KCEC,KBOK,KCECKBOK,KCECKBOK,10
8123,N336LA,KMFR,KCEC,KMFRKCEC,KMFRKCEC,35
8124,N336LA,KCEC,KMFR,KCECKMFR,KCECKMFR,27
8125,N336LA,KSFO,KCEC,KSFOKCEC,KSFOKCEC,8
8126,N336LA,KCEC,KSFO,KCECKSFO,KCECKSFO,4
8127,N336LA,KRDD,KCEC,KRDDKCEC,KRDDKCEC,13
8128,N336LA,KACV,KRDD,KACVKRDD,KACVKRDD,9
8129,N336LA,KCEC,KACV,KCECKACV,KCECKACV,28
8130,N336LA,KEUG,KCEC,KEUGKCEC,KEUGKCEC,25
8131,N336LA,KCEC,KEUG,KCECKEUG,KCECKEUG,19
8132,N336LA,KACV,KCEC,KACVKCEC,KACVKCEC,23
8133,N336LA,KACV,KACV,KACVKACV,KACVKACV,2
8134,N336LA,KACV,KCEC,KACVKCEC,KACVKCEC,23
8135,N336LA,KCEC,KACV,KCECKACV,KCECKACV,28
8136,N336LA,KSFO,KCEC,KSFOKCEC,KSFOKCEC,8
8137,N336LA,KCEC,KSFO,KCECKSFO,KCECKSFO,4
8138,N336LA,KCEC,KCEC,KCECKCEC,KCECKCEC,7
8139,N336LA,KSJC,KCEC,KSJCKCEC,KSJCKCEC,1
8140,N336LA,KSJC,KOTH,KSJCKOTH,KSJCKOTH,1
8141,N336LA,KACV,KSJC,KACVKSJC,KACVKSJC,1
8142,N336LA,KOTH,KACV,KOTHKACV,KOTHKACV,1
8143,N336LA,KEUG,KOTH,KEUGKOTH,KEUGKOTH,15
8144,N336LA,KOTH,KEUG,KOTHKEUG,KOTHKEUG,9
8145,N336LA,KHIO,KOTH,KHIOKOTH,KHIOKOTH,26
8146,N336LA,KOTH,KHIO,KOTHKHIO,KOTHKHIO,17
8147,N336LA,KEUG,KOTH,KEUGKOTH,KEUGKOTH,15
8148,N336LA,KMFR,KEUG,KMFRKEUG,KMFRKEUG,11
8149,N336LA,KOTH,KMFR,KOTHKMFR,KOTHKMFR,5
8150,N336LA,KHIO,KOTH,KHIOKOTH,KHIOKOTH,26
8151,N336LA,KOTH,KHIO,KOTHKHIO,KOTHKHIO,17
8152,N336LA,KHIO,KOTH,KHIOKOTH,KHIOKOTH,26
8153,N336LA,KOTH,KHIO,KOTHKHIO,KOTHKHIO,17
8154,N336LA,KRBG,KOTH,KRBGKOTH,KRBGKOTH,2
8155,N336LA,KOTH,KOTH,KOTHKOTH,KOTHKOTH,2
8156,N336LA,KPDX,KOTH,KPDXKOTH,KPDXKOTH,3
8157,N336LA,KMFR,KPDX,KMFRKPDX,KMFRKPDX,23
8158,N336LA,KRDD,KMFR,KRDDKMFR,KRDDKMFR,11
8159,N336LA,KCEC,KRDD,KCECKRDD,KCECKRDD,10
8160,N336LA,KOTH,KCEC,KOTHKCEC,KOTHKCEC,12
8161,N336LA,KRDD,KOTH,KRDDKOTH,KRDDKOTH,2
8162,N336LA,KSIY,KRDD,KSIYKRDD,KSIYKRDD,7
8163,N336LA,KOTH,KSIY,KOTHKSIY,KOTHKSIY,1
8164,N336LA,KHIO,KOTH,KHIOKOTH,KHIOKOTH,26
8165,N336LA,KCEC,KHIO,KCECKHIO,KCECKHIO,10
8166,N336LA,KOTH,KCEC,KOTHKCEC,KOTHKCEC,12
8167,N336LA,KMCC,KOTH,KMCCKOTH,KMCCKOTH,2
8168,N336LA,KCIC,KMCC,KCICKMCC,KCICKMCC,3
8169,N336LA,KOTH,KCIC,KOTHKCIC,KOTHKCIC,1
8170,N336LA,KHIO,KOTH,KHIOKOTH,KHIOKOTH,26
8171,N336LA,3S8,KHIO,3S8KHIO,3S8KHIO,4
8172,N336LA,KOTH,3S8,KOTH3S8,KOTH3S8,5
8173,N336LA,KEUG,KOTH,KEUGKOTH,KEUGKOTH,15
8174,N336LA,KOTH,KEUG,KOTHKEUG,KOTHKEUG,9
8175,N336LA,KBDN,KOTH,KBDNKOTH,KBDNKOTH,2
8176,N336LA,KLKV,KBDN,KLKVKBDN,KLKVKBDN,1
8177,N336LA,KOTH,KLKV,KOTHKLKV,KOTHKLKV,1
8178,N336LA,KSTS,KOTH,KSTSKOTH,KSTSKOTH,2
8179,N336LA,KFOT,KSTS,KFOTKSTS,KFOTKSTS,5
8180,N336LA,KOTH,KFOT,KOTHKFOT,KOTHKFOT,1
8181,N336LA,KHIO,KOTH,KHIOKOTH,KHIOKOTH,26
8182,N336LA,KOTH,KHIO,KOTHKHIO,KOTHKHIO,17
8183,N336LA,KEUG,KOTH,KEUGKOTH,KEUGKOTH,15
8184,N336LA,KOTH,KEUG,KOTHKEUG,KOTHKEUG,9
8185,N336LA,KMOD,KOTH,KMODKOTH,KMODKOTH,1
8186,N336LA,KEUG,KMOD,KEUGKMOD,KEUGKMOD,1
8187,N336LA,KOTH,KEUG,KOTHKEUG,KOTHKEUG,9
8188,N336LA,KHIO,KOTH,KHIOKOTH,KHIOKOTH,26
8189,N336LA,KOTH,KHIO,KOTHKHIO,KOTHKHIO,17
8190,N336LA,KEUG,KOTH,KEUGKOTH,KEUGKOTH,15
8191,N336LA,3S8,KEUG,3S8KEUG,3S8KEUG,3
8192,N336LA,KEUG,KEUG,KEUGKEUG,KEUGKEUG,1
8193,N336LA,KEUG,KOTH,KEUGKOTH,KEUGKOTH,15
8194,N336LA,KEUG,KOTH,KEUGKOTH,KEUGKOTH,15
8195,N336LA,3S8,KEUG,3S8KEUG,3S8KEUG,3
8196,N336LA,KOTH,3S8,KOTH3S8,KOTH3S8,5
8197,N336LA,KHIO,KOTH,KHIOKOTH,KHIOKOTH,26
8198,N336LA,KOTH,KHIO,KOTHKHIO,KOTHKHIO,17
8199,N336LA,KHIO,KOTH,KHIOKOTH,KHIOKOTH,26
8200,N336LA,KCEC,KHIO,KCECKHIO,KCECKHIO,10
8201,N336LA,KOTH,KCEC,KOTHKCEC,KOTHKCEC,12
8202,N336LA,KEUG,KOTH,KEUGKOTH,KEUGKOTH,15
8203,N336LA,KOTH,KEUG,KOTHKEUG,KOTHKEUG,9
8204,N336LA,KHIO,KOTH,KHIOKOTH,KHIOKOTH,26
8205,N336LA,KCEC,KHIO,KCECKHIO,KCECKHIO,10
8206,N336LA,KOTH,KCEC,KOTHKCEC,KOTHKCEC,12
8207,N336LA,KHIO,KOTH,KHIOKOTH,KHIOKOTH,26
8208,N336LA,KOTH,KHIO,KOTHKHIO,KOTHKHIO,17
8209,N336LA,KHIO,KOTH,KHIOKOTH,KHIOKOTH,26
8210,N336LA,KMFR,KHIO,KMFRKHIO,KMFRKHIO,45
8211,N336LA,KOTH,KMFR,KOTHKMFR,KOTHKMFR,5
8212,N336LA,KEUG,KOTH,KEUGKOTH,KEUGKOTH,15
8213,N336LA,KOTH,KEUG,KOTHKEUG,KOTHKEUG,9
8214,N336LA,KEUG,KOTH,KEUGKOTH,KEUGKOTH,15
8215,N336LA,KCEC,KEUG,KCECKEUG,KCECKEUG,19
8216,N336LA,KOTH,KCEC,KOTHKCEC,KOTHKCEC,12
8217,N336LA,KHIO,KOTH,KHIOKOTH,KHIOKOTH,26
8218,N336LA,3S8,KHIO,3S8KHIO,3S8KHIO,4
8219,N336LA,KOTH,3S8,KOTH3S8,KOTH3S8,5
8220,N336LA,KCEC,KOTH,KCECKOTH,KCECKOTH,10
8221,N336LA,KCEC,KCEC,KCECKCEC,KCECKCEC,7
8222,N336LA,KOTH,KCEC,KOTHKCEC,KOTHKCEC,12
8223,N336LA,KHIO,KOTH,KHIOKOTH,KHIOKOTH,26
8224,N336LA,KRBG,KHIO,KRBGKHIO,KRBGKHIO,3
8225,N336LA,KOTH,KRBG,KOTHKRBG,KOTHKRBG,3
8226,N336LA,KHIO,KOTH,KHIOKOTH,KHIOKOTH,26
8227,N336LA,3S8,KHIO,3S8KHIO,3S8KHIO,4
8228,N336LA,KOTH,3S8,KOTH3S8,KOTH3S8,5
8229,N336LA,KHIO,KOTH,KHIOKOTH,KHIOKOTH,26
8230,N336LA,KMFR,KHIO,KMFRKHIO,KMFRKHIO,45
8231,N336LA,KOTH,KMFR,KOTHKMFR,KOTHKMFR,5
8232,N336LA,KRBG,KOTH,KRBGKOTH,KRBGKOTH,2
8233,N336LA,KHIO,KRBG,KHIOKRBG,KHIOKRBG,1
8234,N336LA,KRBG,KHIO,KRBGKHIO,KRBGKHIO,3
8235,N336LA,KOTH,KHIO,KOTHKHIO,KOTHKHIO,17
8236,N336LA,KOTH,KRBG,KOTHKRBG,KOTHKRBG,3
8237,N336LA,KOTH,KRBG,KOTHKRBG,KOTHKRBG,3
8238,N336LA,KCEC,KOTH,KCECKOTH,KCECKOTH,10
8239,N336LA,KEUG,KCEC,KEUGKCEC,KEUGKCEC,25
8240,N336LA,KCEC,KEUG,KCECKEUG,KCECKEUG,19
8241,N336LA,KMCC,KCEC,KMCCKCEC,KMCCKCEC,8
8242,N336LA,KCEC,KMCC,KCECKMCC,KCECKMCC,7
8243,N336LA,KCEC,KCEC,KCECKCEC,KCECKCEC,7
8244,N336LA,KEUG,KCEC,KEUGKCEC,KEUGKCEC,25
